id,0-mean,0-std,1-mean,1-std,2-mean,2-std,3-mean,3-std,4-mean,4-std,5-mean,5-std,6-mean,6-std,7-mean,7-std,8-mean,8-std,9-mean,9-std,10-mean,10-std,11-mean,11-std,Genero
00At7PWydsvg7g5xgaYan9,0.957370045175864,0.2532674717206935,0.8522733941897368,0.1229141476124351,0.63778781182269,0.17694491969024356,0.5194069501830875,0.3162954235606673,0.5936531178158102,0.199193749988317,0.4273982393434054,0.3014716568947965,0.44832840939966245,0.3196041124653497,0.4698288471061527,0.30851521336394205,0.5116740336899399,0.12887839253197833,0.5424838315568796,0.2591701112725685,0.568490555892858,0.27022253074646874,0.44807598642618723,0.2780959133233234,drum-and-bass
00BgcUYkIImsDN5rNjkR1U,0.9362470692959124,0.3012919179794762,0.7990227238688659,0.2619730553291274,0.5088611932526443,0.20896841096464364,0.4410528237330184,0.20511541097082578,0.510520401475928,0.3474028737615411,0.33040775953313717,0.2946043534513138,0.468438752237957,0.36527699318007834,0.44094354736284297,0.2836411938195122,0.3886927531728338,0.327520699551087,0.41176402428223774,0.24238175968885992,0.6093856227372597,0.3206089932242625,0.49152977875678955,0.4110938304642374,drum-and-bass
00WgnFIsY1y84p7mYAJRuF,0.7846936508153739,0.5174053069648931,0.756311076151603,0.2039295937352452,0.5947613748286443,0.4856760790224736,0.5522237876379207,0.28599130813805884,0.42039674564661783,0.46989875044737384,0.31639264051573407,0.3646542309285786,0.6144988853551879,0.48750946973852394,0.44010012607221466,0.28760420584826185,0.35446471558758014,0.33873545455256415,0.3491644619057277,0.3305713111125812,0.7419376202286121,0.30033183964586774,0.6236816988802878,0.327088315215489,drum-and-bass
00isAURAZeKQXv6CW2vckb,0.5313958846676667,0.4049355035812994,0.48300248455972,0.2796480033193034,0.6521078025485223,0.179128936783586,0.39226297963619194,0.29800804464770647,0.49776078830518256,0.27957761930135083,0.4791190328723859,0.13995807340910887,0.4579615442196817,0.840769681059456,0.4409565300716095,0.2811218981144971,0.7271503804082591,0.6235639377077478,0.3556516778831442,0.2839975262103672,0.6151911209430139,0.26295201875055396,0.3496137052257656,0.632342887278156,classical
00ne3qRgc0JqY6MNYfhWri,0.3191218924812072,0.5220662481571818,0.37785420859052005,0.11594991362848828,0.58557113335209,0.2537548322856242,0.466729743983629,0.3021656498953059,0.7661642303169309,0.4642057490800616,0.48438963661196105,0.2858353054044848,0.30825175873498883,0.3156365279354906,0.4975216755944919,0.35856456507756895,0.383213911038625,0.3665192726093318,0.3195644925097503,0.20287732987300808,0.7336625910633957,0.1561398539972211,0.4113766866875461,0.36785616771539653,classical
00z9Rax2KTHqKLKYnGHzNk,0.6557088047817392,0.5237304168173404,0.6288695824896501,0.268606654779489,0.4573353493913067,0.2595845820892244,0.4339976015070851,0.2126647560299967,0.38651798932276765,0.3858026945240375,0.42335772194016486,0.23843864061445696,0.6339547208015661,0.5144681890448979,0.3631943677194209,0.25694574571194245,0.5119275207473476,0.41207947266120615,0.3668721996824467,0.33618439975451797,0.6627782211080431,0.2070294633051281,0.497042530539479,0.3213255096128067,ambient
012Pabfp9nvUBj9NaS2tSj,0.5859019423685754,0.23821362222577797,0.44192476500114947,0.4505951338994916,0.41586120688837047,0.19058566921794173,0.42297439028733247,0.2738503722560607,0.2932264473877719,0.3842806171958688,0.5294979817026745,0.33526612066517175,0.3946192190842268,0.38728666826940383,0.36771464026749423,0.3174413085979987,0.711322580526752,0.47890225994483626,0.4219018622206755,0.36751202536212235,0.5811547921865949,0.28773838433774934,0.579638043592584,0.4228304564982178,world-music
01K7WtcFrsolt07wYU8zTY,0.596241504406988,0.38441877705915056,0.3437765905639538,0.3438821002349619,0.5879683039822993,0.2704864330242645,0.37328380968911157,0.19927977436013902,0.3341215308929312,0.2638458068675408,0.4008335666416427,0.11624838157015582,0.6154638014214172,0.3642744888033156,0.4800106323457674,0.15729169647982139,0.3978791986625556,0.3810413321276086,0.21081560114620704,0.20680275188795896,0.8312858116675976,0.11453891455839091,0.6399693498255826,0.4209274673132861,ambient
01OXa5tVuCssU6j8TY7kxr,0.640488753165305,0.4071876007510949,0.6328422211451061,0.2194768789941269,0.392499306362009,0.41371587871065113,0.29048125291041144,0.3444683954143598,0.31938323296760446,0.27489858597371264,0.4391678431742325,0.2859633795881269,0.6223560127974523,0.4616733200692601,0.4143205609840665,0.3301507128135479,0.48307600424383,0.43726809627139585,0.3379586438174849,0.3545103389933193,0.5348831749975342,0.22419950021782567,0.5966885969672494,0.47904020582689255,ambient
02M2OoPaKPmkCl7kidq6nK,0.619770142419872,0.457254580348675,0.6283007466053648,0.33391795639366695,0.5916428765870525,0.34995265909892503,0.5054450418197327,0.41645754217845243,0.35755019598069837,0.22935319460164308,0.5365458336692439,0.423120934866479,0.5687405872387377,0.3546698252667876,0.46291707373902863,0.27379911103845417,0.6166412014640167,0.36970101108933007,0.4769111061957228,0.38530560363909216,0.48256396814283464,0.3455713984199734,0.43587710661659296,0.38358925450421766,jazz
02TadnJNMcVjr4baY39H1p,0.576969923838115,0.431191165637647,0.6622697248087825,0.12641131477167208,0.6867633059381343,0.12346233084879314,0.42952991990327755,0.41495043314391467,0.43182589233124946,0.02504500320488548,0.626445187488921,0.2926222118259455,0.44507460107992597,0.23223730033299056,0.44266584552214866,0.20623054716001182,0.5836299126136191,0.19103910358064438,0.36812128631579344,0.18888922856861243,0.6003980553878221,0.3500339046026123,0.6599760865254677,0.2804098598682657,classical
02Xgw6IdNV1fxbhFFxfnCC,0.5698032387402876,0.3878824074801224,0.34216768408832765,0.34659099134355276,0.4691365483349361,0.3361542568689478,0.25215262588110754,0.2184916430787537,0.2377853311818173,0.47436212109184483,0.35244526442323304,0.09906724993560292,0.6116766625515304,0.426124364092034,0.48481458089416846,0.15881915001259295,0.5678610584927005,0.39068038023623997,0.3410723689015118,0.20067746908863313,0.7254727088491009,0.09443092340622747,0.4764104051396161,0.31478105800413403,ambient
02gdUiSCcHDbTtqkPDHOs5,0.8343056363704604,0.18901923328932196,0.6824290377109357,0.15349225608794895,0.5788341347972986,0.2032309701088319,0.4397004407063832,0.3126037749299152,0.22780318905575442,0.29673220762349395,0.5849050511914582,0.2847493804680549,0.34596734311555766,0.40223389071067783,0.4340321343183934,0.2503148125535907,0.5914104946238663,0.2957710284534292,0.4010072776886358,0.25667087744721306,0.5578467014281854,0.34607240754317947,0.4179800144089761,0.42527507295110356,world-music
032rrZGB7Dr0YAcdgG31vV,0.0,0.26222751213481055,0.7200901727195698,0.27083958196612823,0.5437214215195231,0.21505480415459616,0.6921273944159034,0.6950179106396122,0.7125569295885101,0.39546682115590626,0.47858936947621405,0.43663007931805736,0.5389948353577717,0.41829894542885004,1.0,0.7600078975434775,0.21502349034720608,0.5020662850033583,0.49459867253815615,0.3427420739569368,0.6181454397670063,0.3269639016247734,0.35295121845835087,0.5521233789214534,classical
0380J5YBxBw1xtGdtC3wdE,0.6419158429227356,0.3629401188712361,0.5270954763190822,0.22378618975650047,0.47926587267546394,0.27081183780727947,0.38023900818259027,0.505864923149918,0.4435392258842447,0.27084727353528104,0.6225772193292065,0.48617408482106345,0.19298436873075825,0.4037176632498012,0.3544643506191122,0.45542768894634056,0.6307197584094428,0.46392733243397233,0.3880682153157304,0.45429441822730765,0.5220282009153476,0.5310542899035297,0.521503832068945,0.4121089036543373,world-music
03EuhmMsEHVFI9ytainStU,0.8701186597423125,0.19354781455416992,0.807824681477816,0.33770842903230036,0.6504837205703484,0.25257242215761405,0.467508651096101,0.28059374791267155,0.34255057871067857,0.24371006417260813,0.42439782295455014,0.23095709417022253,0.8485827338085142,0.3859095718512774,0.5070831971828285,0.2685166033535269,0.4424528684997095,0.3841981059792958,0.48594009784744957,0.3351300287581578,0.4978408943950995,0.20641947384864975,0.6223600294117614,0.24264657297261616,drum-and-bass
03HHqgSu89fgu6RFco0pit,0.8864335548811229,0.2670569019515127,0.7857144974966341,0.2731006926252656,0.5845519215316393,0.3380691530303412,0.4561463429722473,0.5387342027510871,0.4224434975322495,0.4423619514693976,0.4516536626174517,0.4841539361013472,0.43184391715372183,0.6170250771685483,0.4420927746984176,0.3909362105380002,0.44401186902662104,0.4876123002282047,0.4325868772944044,0.4650956590513501,0.5409066750493352,0.42850189261243754,0.41616093045000646,0.5098245995379791,drum-and-bass
03UxJIHLIeqlbCNv5bWNr7,0.7610235559877816,0.2863616978251143,0.7318541650562724,0.19584881141341318,0.6258999488014849,0.23825350472133783,0.46557583091338905,0.5330463193441309,0.30984437205138,0.349021793379662,0.6434001875618905,0.39502199392692866,0.41777368442430407,0.4688632072208858,0.5565072921969799,0.38279372616903873,0.6172562515686493,0.3230136987076856,0.4137218644684574,0.4273181366705603,0.5788378059802728,0.4508772015398228,0.41761588833128654,0.45770138172052277,world-music
03pULHXZB4klVSLJsHh7h4,0.9058403134381834,0.2871671042357641,0.8131938032963663,0.14653314687255745,0.5738146062556368,0.18901745083679133,0.3904939509096101,0.21055307639343027,0.46559389381397576,0.24400123225034961,0.36240775855209933,0.24320702773491942,0.5683660739165763,0.3611149611614214,0.5211752681149757,0.292944862612416,0.46473848393154527,0.29336604305757497,0.5299829091997177,0.31130442711263695,0.5166804578478106,0.3036676960780025,0.48167649180649597,0.3740648108215523,drum-and-bass
03y0FwuuWSr0ReguaS0UBk,0.893908403301624,0.23391680951091087,0.8256748725504657,0.16985746940818816,0.6598249468068587,0.34725916063027984,0.4648170981067679,0.2585149547560135,0.46127831626015015,0.42721315800959037,0.4183876902699604,0.20266765194493863,0.4183761894091259,0.4362382002766243,0.46000050654918084,0.34593974655533943,0.44300037222701005,0.3493572977496757,0.4342370882601148,0.35286863652246203,0.5827324984661555,0.2556686749365453,0.23460122582090143,0.332886637384909,drum-and-bass
0488kXJ1YnLMrrM1ssJnev,0.6184849936193992,0.28020459205895987,0.6909464680259709,0.23105375911099965,0.495347405776446,0.29953297531508494,0.5121742558131319,0.5043048707410687,0.4387392878749726,0.1843581556666545,0.6739170857934123,0.5486427777593295,0.37136200292855703,0.4560450363204521,0.5113849518881806,0.39884863044434393,0.7023616890011395,0.36544018514924725,0.5027188529821573,0.4898128572077838,0.30608869522917137,0.5050875415576185,0.5311127653085362,0.4345646481679153,jazz
048AbE9LVZn2qc4mKxoEO9,0.9501284866882809,0.30667510586466684,0.7211134993228376,0.24918465987075936,0.5927579201378319,0.10509981427198768,0.32194475731928723,0.22031229019635548,0.44072148307162323,0.08477570393958525,0.4529458936426923,0.177443067964286,0.43481899083587594,0.29831501543605976,0.43864366229839297,0.2832583674204754,0.5061864848934895,0.16881208885526003,0.42520814265807716,0.2353187542516558,0.6233000892799203,0.16742231502763869,0.46645845071385456,0.27024431680996075,drum-and-bass
04S6nmwnbd0fjiXYjDuj7q,0.5794588021992844,0.2914833706369877,0.3222687083690528,0.2467213877945799,0.5600293388363295,0.19698298428339378,0.34122919186888206,0.2662902173772983,0.22085284081464812,0.14860153170066961,0.47229613326214326,0.1083433818979416,0.46311807152937845,0.1861742398025792,0.48239378599190635,0.22425604319168513,0.47365161665285693,0.12488026993072751,0.3021565102214387,0.17345572615781749,0.7258629623614404,0.20480240243785133,0.35865587424373946,0.23109145827771566,world-music
04UBITnrDyrwGU1dB2tW9B,0.5874098139775212,0.44315638769556526,0.3639819367503237,0.28560743760253715,0.47852145568339516,0.21384920079421382,0.39980429817933744,0.3257747570187056,0.3318790069471967,0.29455389666363596,0.4346907541526918,0.3037824714936544,0.6248699581155235,0.3865284590601219,0.3944749815518639,0.5418772153231916,0.5024558604075091,0.43088520659076024,0.22077364367339194,0.4555687133052728,0.678616195684377,0.26760421307118687,0.5641580336767209,0.3960066304354404,ambient
04ZbcIONrJTCECTaYrheNB,0.686487591352754,0.4647184759268033,0.4936746906262768,0.29776290595085453,0.5307345580654427,0.12236956800108682,0.3574384263535601,0.11598965491598079,0.5303972011231726,0.30782388151055484,0.30832612139838905,0.16640231322609944,0.6544543574322781,0.33636804663304665,0.4571608056996968,0.12023994484993178,0.6269060691701933,0.2824908722452445,0.4893472662740608,0.22397196659767846,0.6886566304311881,0.11812194801714146,0.2549097283224435,0.37041659905848134,ambient
04cuyaLUTKspSKLyfcrCc1,0.3069557025873408,0.21752593121852648,0.14409912759016547,0.27323570415177634,0.3121687237083798,0.19399525012721824,0.1274740182527091,0.156005040629743,0.5407067137057904,0.06637281660130515,0.24742855144997078,0.07076814921961963,0.7228318680979535,0.19022796423506244,0.59975707526683,0.11040767848569,0.5537723197482809,0.19770471956629312,0.3967111207104042,0.11109550498129903,0.5912288869691599,0.06411004918584909,0.24563168026146728,0.18228564187814061,ambient
