id;nombre;marca;presentacion;nombre_1;nombre_2;nombre_3;Clasificaci�n
7,79E+12;Vino Cosecha Tardia Norton 750 Ml;NORTON;750.0 ml;Vino;Vino   Cosecha;Vino   Cosecha   Tardia;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Vino Tinto Clasico Bodega Norton 750 Cc;NORTON;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Clasico;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cafe en Saquitos Bonafide Sensaciones 100 Gr;BONAFIDE;100.0 gr;Cafe;Cafe   en;Cafe   en   Saquitos;Café, te e infuciones
7,79E+12;Capellettis Relleno Carne con Vitamina E Giacomo Capelettini 500 Gr;GIACOMO;500.0 gr;Capellettis;Capellettis   Relleno;Capellettis   Relleno   Carne;Panificados, pastas y arroz
7,79E+12;Capellettis Relleno Verdura con Vitamina E Giacomo Capelettini 500 Gr;GIACOMO;500.0 gr;Capellettis;Capellettis   Relleno;Capellettis   Relleno   Verdura;Panificados, pastas y arroz
7,79E+12;Capellettis Tridicci con Vitaminia E Giacomo Capelettini 500 Gr;GIACOMO;500.0 gr;Capellettis;Capellettis   Tridicci;Capellettis   Tridicci   con;Panificados, pastas y arroz
7,79E+12;Licor de Huevo Cusenier 700 Cc;CUSENIER;700.0 cc;Licor;Licor   de;Licor   de   Huevo;"Bebidas ""blancas"""
7,79E+12;Licor de Chocolate Cusenier 700 Cc;CUSENIER;700.0 cc;Licor;Licor   de;Licor   de   Chocolate;"Bebidas ""blancas"""
7,79E+12;Licor de Cafe al Cognac Cusenier 700 Cc;CUSENIER;700.0 cc;Licor;Licor   de;Licor   de   Cafe;"Bebidas ""blancas"""
7,79E+12;Aperitivo Granadina Cusenier 750 Ml;CUSENIER;750.0 ml;Aperitivo;Aperitivo   Granadina;Aperitivo   Granadina   Cusenier;Bebidas sin alcohol (no agua)
7,79E+12;Yerba Mate Campo Amanda 1 Kg;AMANDA;1.0 kg;Yerba;Yerba   Mate;Yerba   Mate   Campo;Yerba mate
7,79E+12;Cerveza Rubia Iguana 970 Cc;IGUANA;970.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Iguana;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Stella Artois 970 Cc;STELLA ARTOIS;970.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Stella;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Patagonia Amber Lager 740 Cc;PATAGONIA;740.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Patagonia;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Cristal Quilmes 1 Lt;QUILMES;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Cristal;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Negra Quilmes Stout 1 Lt;QUILMES;1.0 lt;Cerveza;Cerveza   Negra;Cerveza   Negra   Quilmes;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Bajo Cero Quilmes 1 Lt;QUILMES;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Bajo;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Chopp Brahma 1 Lt;BRAHMA;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Chopp;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Quilmes 1890 1 Lt;QUILMES;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Quilmes;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Quilmes Cristal 340 Cc;QUILMES;330.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Quilmes;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia en Lata Quilmes 473 Cc 6 Un;QUILMES;473.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   en;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Agua Mineral sin Gas Eco de Los Andes 500 Cc;ECO DE LOS ANDES;500.0 cc;Agua;Agua   Mineral;Agua   Mineral   sin;Agua
7,79E+12;Agua Mineral sin Gas en Bidon Nestle 6.3 Lt;NESTL�;6.3 lt;Agua;Agua   Mineral;Agua   Mineral   sin;Agua
7,79E+12;Sal con Hierbas en Salero Dos Anclas 200 Gr;DOS ANCLAS;200.0 gr;Sal;Sal   con;Sal   con   Hierbas;Almacen no incluidos en otra categoría
7,79E+12;Sal Gruesa en Estuche Dos Anclas 1 Kg;DOS ANCLAS;1.0 kg;Sal;Sal   Gruesa;Sal   Gruesa   en;Almacen no incluidos en otra categoría
7,79E+12;Sal Fina en Estuche Dos Anclas 500 Gr;DOS ANCLAS;500.0 gr;Sal;Sal   Fina;Sal   Fina   en;Almacen no incluidos en otra categoría
7,79E+12;Sal Fina en Paquete Dos Anclas 500 Gr;DOS ANCLAS;500.0 gr;Sal;Sal   Fina;Sal   Fina   en;Almacen no incluidos en otra categoría
7,79E+12;Sal Gruesa en Paquete Dos Anclas 1 Kg;DOS ANCLAS;1.0 kg;Sal;Sal   Gruesa;Sal   Gruesa   en;Almacen no incluidos en otra categoría
7,79E+12;Oregano Dos Anclas 25 Gr;DOS ANCLAS;25.0 gr;Oregano;Oregano   Dos;Oregano   Dos   Anclas;Almacen no incluidos en otra categoría
7,79E+12;Pimienta Blanca Molida Dos Anclas 25 Gr;DOS ANCLAS;25.0 gr;Pimienta;Pimienta   Blanca;Pimienta   Blanca   Molida;Almacen no incluidos en otra categoría
7,79E+12;Aji Molido Dos Anclas 50 Gr;DOS ANCLAS;50.0 gr;Aji;Aji   Molido;Aji   Molido   Dos;Almacen no incluidos en otra categoría
7,79E+12;Sal Fina Light en Estuche Dos Anclas 500 Gr;DOS ANCLAS;500.0 gr;Sal;Sal   Fina;Sal   Fina   Light;Almacen no incluidos en otra categoría
7,79E+12;Ajo Deshidratado Dos Anclas 25 Gr;DOS ANCLAS;25.0 gr;Ajo;Ajo   Deshidratado;Ajo   Deshidratado   Dos;Almacen no incluidos en otra categoría
7,79E+12;Canela Molida Dos Anclas 30 Gr;DOS ANCLAS;30.0 gr;Canela;Canela   Molida;Canela   Molida   Dos;Almacen no incluidos en otra categoría
7,79E+12;Azucar Impalpable Dos Anclas 250 Gr;DOS ANCLAS;250.0 gr;Azucar;Azucar   Impalpable;Azucar   Impalpable   Dos;Almacen no incluidos en otra categoría
7,79E+12;Agua Mineralizada sin Gas Glaciar 1.5 Lt;GLACIAR;1.5 lt;Agua;Agua   Mineralizada;Agua   Mineralizada   sin;Agua
7,79E+12;Agua Mineralizada sin Gas Glaciar 2 Lt;GLACIAR;2.0 lt;Agua;Agua   Mineralizada;Agua   Mineralizada   sin;Agua
7,79E+12;Crema Dental Interdental Colgate 180 Gr;COLGATE;180.0 gr;Crema;Crema   Dental;Crema   Dental   Interdental;Perfumería e higiene personal
7,79E+12;Crema Dental Interdental Colgate 90 Gr;COLGATE;90.0 gr;Crema;Crema   Dental;Crema   Dental   Interdental;Perfumería e higiene personal
7,79E+12;Crema Dental Accion Xtreme Colgate 90 Gr;COLGATE;90.0 gr;Crema;Crema   Dental;Crema   Dental   Accion;Perfumería e higiene personal
7,79E+12;Crema Dental Accion Xtreme Colgate 180 Gr;COLGATE;180.0 gr;Crema;Crema   Dental;Crema   Dental   Accion;Perfumería e higiene personal
7,79E+12;Crema Dental Ultra Blanco Colgate 90 Gr;COLGATE;90.0 gr;Crema;Crema   Dental;Crema   Dental   Ultra;Perfumería e higiene personal
7,79E+12;Crema Dental Brillante Herbal Colgate 90 Gr;COLGATE;90.0 gr;Crema;Crema   Dental;Crema   Dental   Brillante;Perfumería e higiene personal
7,79E+12;Crema Dental Original Noc 10 50 Gr;NOC 10;50.0 gr;Crema;Crema   Dental;Crema   Dental   Original;Perfumería e higiene personal
7,79E+12;Cerveza Rubia Retornable Heineken 1 Lt;HEINEKEN;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Retornable;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Lager Imperial 1 Lt;IMPERIAL;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Lager;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Retornable Schneider 1 Lt;SCHNEIDER;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Retornable;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Retornable Budweiser 1 Lt;BUDWEISER;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Retornable;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia en Lata Schneider 473 Cc;SCHNEIDER;473.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   en;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia en Lata Schneider 473 Cc 6 Un;SCHNEIDER;473.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   en;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Cerveza Rubia Miller Genuine Draft 1 Lt;MILLER;1.0 lt;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Miller;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Quitamanchas Efecto Espuma en Doypack Trenet Oxi 400 Cc;TRENET;400.0 cc;Quitamanchas;Quitamanchas   Efecto;Quitamanchas   Efecto   Espuma;Limpieza del hogar
7,79E+12;Quitamanchas Efecto Espuma en Doypack Trenet Oxi 400 Cc;TRENET;400.0 cc;Quitamanchas;Quitamanchas   Efecto;Quitamanchas   Efecto   Espuma;Limpieza del hogar
7,79E+12;Lavandina Multisuperficies Original Ayudin 1 Lt;AYUD�N;1.0 lt;Lavandina;Lavandina   Multisuperficies;Lavandina   Multisuperficies   Original;Limpieza del hogar
7,79E+12;Lavandina Multisuperficies Original Ayudin 2 Lt;AYUD�N;2.0 lt;Lavandina;Lavandina   Multisuperficies;Lavandina   Multisuperficies   Original;Limpieza del hogar
7,79E+12;Lavandina Multisuperficies Lavanda Ayudin 1 Lt;AYUD�N;1.0 lt;Lavandina;Lavandina   Multisuperficies;Lavandina   Multisuperficies   Lavanda;Limpieza del hogar
7,79E+12;Lavandina Multisuperficies Lavanda Ayudin 2 Lt;AYUD�N;2.0 lt;Lavandina;Lavandina   Multisuperficies;Lavandina   Multisuperficies   Lavanda;Limpieza del hogar
7,79E+12;Lavandina Pureza Glaciar Ayudin 2 Lt;AYUD�N;2.0 lt;Lavandina;Lavandina   Pureza;Lavandina   Pureza   Glaciar;Limpieza del hogar
7,79E+12;Prelavado de Coleres Vivos Doypack Ayudin 470 Cc;AYUD�N;470.0 cc;Prelavado;Prelavado   de;Prelavado   de   Coleres;Limpieza del hogar
7,79E+12;Pastilla Inodoro Canasta Ayudin 16 Gr;AYUD�N;16.0 gr;Pastilla;Pastilla   Inodoro;Pastilla   Inodoro   Canasta;Limpieza del hogar
7,79E+12;Tomate Pelado Perita en Lata La Campagnola 400 Gr;LA CAMPAGNOLA;400.0 gr;Tomate;Tomate   Pelado;Tomate   Pelado   Perita;Almacen no incluidos en otra categoría
7,79E+12;Pure de Tomate Tetrabrik Salsati La Campagnola 520 Gr;LA CAMPAGNOLA;520.0 gr;Pure;Pure   de;Pure   de   Tomate;Almacen no incluidos en otra categoría
7,79E+12;Mayonesa Light Doypack BC La Campagnola 500 Gr;BC;475.0 gr;Mayonesa;Mayonesa   Light;Mayonesa   Light   Doypack;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Durazno Frasco La Campagnola 454 Gr;LA CAMPAGNOLA;454.0 gr;Mermelada;Mermelada   de;Mermelada   de   Durazno;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Frutilla La Campagnola 454 Gr;LA CAMPAGNOLA;454.0 gr;Mermelada;Mermelada   de;Mermelada   de   Frutilla;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Ciruela Frasco La Campagnola 454 Gr;LA CAMPAGNOLA;454.0 gr;Mermelada;Mermelada   de;Mermelada   de   Ciruela;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Naranja Frasco La Campagnola 454 Gr;LA CAMPAGNOLA;454.0 gr;Mermelada;Mermelada   de;Mermelada   de   Naranja;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Frambuesa Frasco La Campagnola 454 Gr;LA CAMPAGNOLA;454.0 gr;Mermelada;Mermelada   de;Mermelada   de   Frambuesa;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Durazno Diet BC La Campagnola 390 Gr;LA CAMPAGNOLA;390.0 gr;Mermelada;Mermelada   de;Mermelada   de   Durazno;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Frutilla BC La Campagnola 390 Gr;LA CAMPAGNOLA;390.0 gr;Mermelada;Mermelada   de;Mermelada   de   Frutilla;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Ciruela Diet BC La Campagnola 390 Gr;LA CAMPAGNOLA;390.0 gr;Mermelada;Mermelada   de;Mermelada   de   Ciruela;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Naranja Diet BC La Campagnola 390 Gr;LA CAMPAGNOLA;390.0 gr;Mermelada;Mermelada   de;Mermelada   de   Naranja;Almacen no incluidos en otra categoría
7,79E+12;Mermelada de Damasco Diet BC La Campagnola 390 G;LA CAMPAGNOLA;390.0 gr;Mermelada;Mermelada   de;Mermelada   de   Damasco;Almacen no incluidos en otra categoría
7,79E+12;Sal Fina Modificada 66% Menos de Sodio Genser 90 Gr;GENSER;90.0 gr;Sal;Sal   Fina;Sal   Fina   Modificada;Almacen no incluidos en otra categoría
7,79E+12;Sal Fina Modificada 66% Menos de Sodio Genser 300 Gr;GENSER;300.0 gr;Sal;Sal   Fina;Sal   Fina   Modificada;Almacen no incluidos en otra categoría
7,79E+12;Vino Tinto Malbec Nieto Senetiner 750 Cc;NIETO SANETINER;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Vino Tinto Malbec Emilia Nieto Senetiner 750 Cc;NIETO SANETINER;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Vino Rosado Dulce Coleccion Tardia Benjamin 750 Ml;BENJAM�N;750.0 ml;Vino;Vino   Rosado;Vino   Rosado   Dulce;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Vino Tinto Cabernet Sauvignon Emilia Nieto Senetiner 750 Cc;NIETO SANETINER;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Cabernet;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Vino Blanco Chardonnay Benjamin 750 Ml;BENJAM�N;750.0 ml;Vino;Vino   Blanco;Vino   Blanco   Chardonnay;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Vino Tinto Malbec Benjamin Nieto Senetiner 750 Cc;NIETO SANETINER;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Vino Tinto Cabernet Sauvignon Nieto Senetiner Benjamin 750 Ml;NIETO SANETINER;750.0 ml;Vino;Vino   Tinto;Vino   Tinto   Cabernet;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,79E+12;Toalla Femenina Nocturna con Alas Kotex 8 Un;KOTEX;8.0 un;Toalla;Toalla   Femenina;Toalla   Femenina   Nocturna;Perfumería e higiene personal
7,79E+12;Toalla Femenina Normal con Alas Kotex 16 Un;KOTEX;16.0 un;Toalla;Toalla   Femenina;Toalla   Femenina   Normal;Perfumería e higiene personal
7,79E+12;Toalla Femenina Normal con Alas Kotex 32 Un;KOTEX;32.0 un;Toalla;Toalla   Femenina;Toalla   Femenina   Normal;Perfumería e higiene personal
7,79E+12;Protectores Diarios Classic S Perf Kotex 60 Un;KOTEX;60.0 un;Protectores;Protectores   Diarios;Protectores   Diarios   Classic;Perfumería e higiene personal
7,79E+12;Protectores Diarios Multiforma sin Perfume Kotex 60 Un;KOTEX;60.0 un;Protectores;Protectores   Diarios;Protectores   Diarios   Multiforma;Perfumería e higiene personal
7,79E+12;Yerba Mate con Palo Playadito 1 Kg;PLAYADITO;1.0 kg;Yerba;Yerba   Mate;Yerba   Mate   con;Yerba mate
7,79E+12;Yerba Mate con Palo Playadito 500 Gr;PLAYADITO;500.0 gr;Yerba;Yerba   Mate;Yerba   Mate   con;Yerba mate
7,79E+12;Pan para Panchos Lactal 210 Gr;LACTAL;210.0 gr;Pan;Pan   para;Pan   para   Panchos;Panificados, pastas y arroz
7,79E+12;Pan Hamburguesas Lactal 216 Gr;LACTAL;216.0 gr;Pan;Pan   Hamburguesas;Pan   Hamburguesas   Lactal;Panificados, pastas y arroz
7,79E+12;Postre Vainilla con Dulce de Leche Serenito 125 Gr;SERENITO;125.0 gr;Postre;Postre   Vainilla;Postre   Vainilla   con;Almacen no incluidos en otra categoría
7,79E+12;Manteca Extra La Serenisima 100 Gr;LA SEREN�SIMA;100.0 gr;Manteca;Manteca   Extra;Manteca   Extra   La;Lácteos y derivados
7,79E+12;Manteca La Serenisima 200 Gr;LA SEREN�SIMA;200.0 gr;Manteca;Manteca   La;Manteca   La   Serenisima;Lácteos y derivados
7,79E+12;Leche en Polvo Entera Deslactada La Serenisima 500 Gr;LA SEREN�SIMA;500.0 gr;Leche;Leche   en;Leche   en   Polvo;Lácteos y derivados
7,79E+12;Postre Vainilla Kull Serenito 120 Gr;SERENITO;120.0 gr;Postre;Postre   Vainilla;Postre   Vainilla   Kull;Almacen no incluidos en otra categoría
7,79E+12;Yogur Descremado con Colchon de Frutas Frutilla Ser 175 Gr;SER;175.0 gr;Yogur;Yogur   Descremado;Yogur   Descremado   con;Lácteos y derivados
7,79E+12;Crema de Leche Vitamina A y E La Serenisima 200 Cc;LA SEREN�SIMA;200.0 cc;Crema;Crema   de;Crema   de   Leche;Lácteos y derivados
7,79E+12;Leche Chocolatada Danone 250 Cc;CINDOR;250.0 cc;Leche;Leche   Chocolatada;Leche   Chocolatada   Danone;Lácteos y derivados
7,79E+12;Leche Entera en Sachet Armonia 1 Lt;ARMON�A;1.0 lt;Leche;Leche   Entera;Leche   Entera   en;Lácteos y derivados
7,79E+12;Leche Parcialmente Descremada en Sachet Armonia 1 Lt;ARMON�A;1.0 lt;Leche;Leche   Parcialmente;Leche   Parcialmente   Descremada;Lácteos y derivados
7,79E+12;Leche Entera Ultra Fortificante en Sachet La Serenisima 1 Lt;LA SEREN�SIMA;1.0 lt;Leche;Leche   Entera;Leche   Entera   Ultra;Lácteos y derivados
7,79E+12;Crema de Leche Vitamina A y E La Serenisima 360 Cc;LA SEREN�SIMA;360.0 cc;Crema;Crema   de;Crema   de   Leche;Lácteos y derivados
7,79E+12;Leche Descremada Fortificada en Sachet La Serenisima 1 Lt;LA SEREN�SIMA;1.0 lt;Leche;Leche   Descremada;Leche   Descremada   Fortificada;Lácteos y derivados
7,79E+12;Leche UAT Reducida en Lactosa Calcio + Vitaminas La Serenisima Junior 200 Cc;LA SEREN�SIMA;200.0 cc;Leche;Leche   UAT;Leche   UAT   Reducida;Lácteos y derivados
7,79E+12;Saborizador para Pollo con Limon y Oregano Knorr 25 Gr;KNORR;25.0 gr;Saborizador;Saborizador   para;Saborizador   para   Pollo;Almacen no incluidos en otra categoría
7,79E+12;Saborizador para Carne Cebolla y Ajo Knorr 25 Gr;KNORR;25.0 gr;Saborizador;Saborizador   para;Saborizador   para   Carne;Almacen no incluidos en otra categoría
7,79E+12;Saborizador para Carne Romero y Tomillo Knorr 23 Gr;KNORR;23.0 gr;Saborizador;Saborizador   para;Saborizador   para   Carne;Almacen no incluidos en otra categoría
7,79E+12;Salsa 4 Quesos Deshidratada Knorr 35 Gr;KNORR;35.0 gr;Salsa;Salsa   4;Salsa   4   Quesos;Almacen no incluidos en otra categoría
7,79E+12;Salsa Blanca Deshidratada Knorr 20 Gr;KNORR;20.0 gr;Salsa;Salsa   Blanca;Salsa   Blanca   Deshidratada;Almacen no incluidos en otra categoría
7,79E+12;Caldo de Verduras con Recetas Knorr 12 Un;KNORR;12.0 un;Caldo;Caldo   de;Caldo   de   Verduras;Almacen no incluidos en otra categoría
7,79E+12;Caldo de Gallina con Recetas Knorr 12 Un;KNORR;12.0 un;Caldo;Caldo   de;Caldo   de   Gallina;Almacen no incluidos en otra categoría
7,79E+12;Caldo de Carne con Recetas Knorr 12 Un;KNORR;12.0 un;Caldo;Caldo   de;Caldo   de   Carne;Almacen no incluidos en otra categoría
7,79E+12;Caldo de Verduras Wilde 12 Un;WILDE;12.0 un;Caldo;Caldo   de;Caldo   de   Verduras;Almacen no incluidos en otra categoría
7,79E+12;Sopa de Zapallo Knorr Quick 5 Un;KNORR QUICK;5.0 un;Sopa;Sopa   de;Sopa   de   Zapallo;Almacen no incluidos en otra categoría
7,79E+12;Sopa de Vegetales Light Knorr Quick 5 Un;KNORR QUICK;5.0 un;Sopa;Sopa   de;Sopa   de   Vegetales;Almacen no incluidos en otra categoría
7,79E+12;Pure de Papas Instantaneo Knorr 125 Gr;KNORR;125.0 gr;Pure;Pure   de;Pure   de   Papas;Almacen no incluidos en otra categoría
7,79E+12;Salsa Pomarola Tradicional Knorr 340 Gr;KNORR;340.0 gr;Salsa;Salsa   Pomarola;Salsa   Pomarola   Tradicional;Almacen no incluidos en otra categoría
7,79E+12;Salsa Bolognesa Knorr 340 Gr;KNORR;340.0 gr;Salsa;Salsa   Bolognesa;Salsa   Bolognesa   Knorr;Almacen no incluidos en otra categoría
7,79E+12;Salsa Filetto Knorr 340 Gr;KNORR;340.0 gr;Salsa;Salsa   Filetto;Salsa   Filetto   Knorr;Almacen no incluidos en otra categoría
7,79E+12;Salsa de Pizza Knorr 340 Gr;KNORR;340.0 gr;Salsa;Salsa   de;Salsa   de   Pizza;Almacen no incluidos en otra categoría
7,79E+12;Salsa Portuguesa Doypack Knorr 340 Gr;KNORR;340.0 gr;Salsa;Salsa   Portuguesa;Salsa   Portuguesa   Doypack;Almacen no incluidos en otra categoría
7,79E+12;Almidon de Maiz Maizena 215 Gr;MAIZENA;215.0 gr;Almidon;Almidon   de;Almidon   de   Maiz;Almacen no incluidos en otra categoría
7,79E+12;Almidon de Maiz Maizena 520 Gr;MAIZENA;520.0 gr;Almidon;Almidon   de;Almidon   de   Maiz;Almacen no incluidos en otra categoría
7,79E+12;Mayonesa Doypack Hellmann's 475 Gr;HELLMANN'S;475.0 gr;Mayonesa;Mayonesa   Doypack;Mayonesa   Doypack   Hellmann's;Almacen no incluidos en otra categoría
7,79E+12;Mayonesa Doypack Hellmann's 237 Gr;HELLMANN'S;237.0 gr;Mayonesa;Mayonesa   Doypack;Mayonesa   Doypack   Hellmann's;Almacen no incluidos en otra categoría
7,79E+12;Mayonesa Light Doypack Hellmanns 475 Gr;HELLMANN'S;475.0 gr;Mayonesa;Mayonesa   Light;Mayonesa   Light   Doypack;Almacen no incluidos en otra categoría
7,79E+12;Mayonesa Light Doypack Hellmanns 237 Gr;HELLMANN'S;237.0 gr;Mayonesa;Mayonesa   Light;Mayonesa   Light   Doypack;Almacen no incluidos en otra categoría
7,79E+12;Ketchup con Tomate Hellmanns 500 Gr;HELLMANN'S;500.0 gr;Ketchup;Ketchup   con;Ketchup   con   Tomate;Almacen no incluidos en otra categoría
7,79E+12;Ketchup con Tomate Hellmanns 250 Gr;HELLMANN'S;250.0 gr;Ketchup;Ketchup   con;Ketchup   con   Tomate;Almacen no incluidos en otra categoría
7,79E+12;Salsa Golf sin TACC Hellmanns 250 Gr;HELLMANN'S;250.0 gr;Salsa;Salsa   Golf;Salsa   Golf   sin;Almacen no incluidos en otra categoría
7,79E+12;Mostaza Original Doypack Savora 250 Gr;SAVORA;250.0 gr;Mostaza;Mostaza   Original;Mostaza   Original   Doypack;Almacen no incluidos en otra categoría
7,79E+12;Papas Fritas sin Sal Krachitos 65 Gr;KRACHITOS;65.0 gr;Papas;Papas   Fritas;Papas   Fritas   sin;Snacks
7,79E+12;Mani Salado Pelado KrachItos 120 Gr;KRACHITOS;120.0 gr;Mani;Mani   Salado;Mani   Salado   Pelado;Snacks
7,79E+12;Papas Fritas Tradicional Bolsa KrachItos 300 Gr;KRACHITOS;180.0 gr;Papas;Papas   Fritas;Papas   Fritas   Tradicional;Snacks
7,79E+12;Papas Fritas Corte Americano Krachitos 65 Gr;KRACHITOS;65.0 gr;Papas;Papas   Fritas;Papas   Fritas   Corte;Snacks
7,79E+12;Toallitas Humedas Clasico y Cotidiano Huggies 48 Un;HUGGIES;48.0 un;Toallitas;Toallitas   Humedas;Toallitas   Humedas   Clasico;Perfumería e higiene personal
7,79E+12;Toallitas Humedas Puro y Natural Huggies 48 Un;HUGGIES;48.0 un;Toallitas;Toallitas   Humedas;Toallitas   Humedas   Puro;Perfumería e higiene personal
7,79E+12;Toallitas Humedas Limpieza Humectante Huggies 48 Un;HUGGIES;48.0 un;Toallitas;Toallitas   Humedas;Toallitas   Humedas   Limpieza;Perfumería e higiene personal
7,79E+12;Pan~al G Active Sec Huggies 24 Un;HUGGIES;24.0 un;Pan~al;Pan~al   G;Pan~al   G   Active;Perfumería e higiene personal
7,79E+12;Crema Corporal Piel Seca Vitamina A Hinds Botella 350 Ml;HINDS;350.0 ml;Crema;Crema   Corporal;Crema   Corporal   Piel;Perfumería e higiene personal
7,79E+12;Edulcorante con Sacarina en Sobres Hileret Clasico 100 Un;HILERET;100.0 un;Edulcorante;Edulcorante   con;Edulcorante   con   Sacarina;Almacen no incluidos en otra categoría
7,79E+12;Azucar Light Doypack Hileret 500 Gr;HILERET;500.0 gr;Azucar;Azucar   Light;Azucar   Light   Doypack;Almacen no incluidos en otra categoría
7,79E+12;Edulcorante Liquido Hileret Clasico 250 Cc;HILERET;250.0 cc;Edulcorante;Edulcorante   Liquido;Edulcorante   Liquido   Hileret;Almacen no incluidos en otra categoría
7,79E+12;Edulcorante Liquido Hileret Clasico 500 Cc;HILERET;500.0 cc;Edulcorante;Edulcorante   Liquido;Edulcorante   Liquido   Hileret;Almacen no incluidos en otra categoría
7,79E+12;Edulcorante Liquido Hileret Sweet 400 Cc;HILERET;400.0 cc;Edulcorante;Edulcorante   Liquido;Edulcorante   Liquido   Hileret;Almacen no incluidos en otra categoría
7,80E+12;Leche Infantil Nutrilon Profutura Premium 1 200 Ml;NUTRIL�N;200.0 ml;Leche;Leche   Infantil;Leche   Infantil   Nutrilon;Lácteos y derivados
7,80E+12;Leche Infantil Nutrilon Profutura Premium 2 200 Ml;NUTRIL�N;200.0 ml;Leche;Leche   Infantil;Leche   Infantil   Nutrilon;Lácteos y derivados
7,80E+12;Leche Infantil Nutrilon Profutura Premium 3 200 Ml;NUTRIL�N;200.0 ml;Leche;Leche   Infantil;Leche   Infantil   Nutrilon;Lácteos y derivados
7,80E+12;Cerveza Rubia Isenbeck 970 Cc;ISENBECK;970.0 cc;Cerveza;Cerveza   Rubia;Cerveza   Rubia   Isenbeck;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Bizcochitos con Grasa Salados Don Satur 200 Gr;DON SATUR;200.0 gr;Bizcochitos;Bizcochitos   con;Bizcochitos   con   Grasa;Panificados, pastas y arroz
