id;nombre;marca;presentacion;nombre_1;nombre_2;nombre_3;Clasificaci�n
7,80E+12;Bizcochos Agridulces Don Satur 200 Gr;DON SATUR;200.0 gr;Bizcochos;Bizcochos   Agridulces;Bizcochos   Agridulces   Don;Panificados, pastas y arroz
7,80E+12;Bizcocho Negrito Don Satur 200 Gr;DON SATUR;200.0 gr;Bizcocho;Bizcocho   Negrito;Bizcocho   Negrito   Don;Panificados, pastas y arroz
7,80E+12;Pan Hamburguesas Artesanal Bimbo 240 Gr;BIMBO;240.0 gr;Pan;Pan   Hamburguesas;Pan   Hamburguesas   Artesanal;Panificados, pastas y arroz
7,80E+12;Alimento para Gatos Carne Whiskas Gatitos 85 Gr;WHISKAS;85.0 gr;Alimento;Alimento   para;Alimento   para   Gatos;Mascotas
7,80E+12;Alimento para Gatos Adultos Salmon Whiskas 85 Gr;WHISKAS;85.0 gr;Alimento;Alimento   para;Alimento   para   Gatos;Mascotas
7,80E+12;Alimento para Gatos Adultos Carne Whiskas 85 Gr;WHISKAS;85.0 gr;Alimento;Alimento   para;Alimento   para   Gatos;Mascotas
7,80E+12;Alimento para Perros Cachorro Sano Crecimiento Pedigree 85 Gr;PEDIGREE;85.0 gr;Alimento;Alimento   para;Alimento   para   Perros;Mascotas
7,80E+12;Alimento para Perros Adultos Raza Pequen~a Carne Pedigree 100 Gr;PEDIGREE;100.0 gr;Alimento;Alimento   para;Alimento   para   Perros;Mascotas
7,80E+12;Alimento para Perros Adultos Pollo Pouch Pedigree 85 Gr;PEDIGREE;85.0 gr;Alimento;Alimento   para;Alimento   para   Perros;Mascotas
7,80E+12;Papas Prefritas Tradicionales Supercongeladas Mc Cain 720 Gr;MC CAIN;720.0 gr;Papas;Papas   Prefritas;Papas   Prefritas   Tradicionales;Congelados
7,80E+12;Vino Tinto Malbec Roble Finca Natalina 750 Cc;FINCA NATALINA;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Fideos Spaghetti Knorr 500 Gr;KNORR;500.0 gr;Fideos;Fideos   Spaghetti;Fideos   Spaghetti   Knorr;Panificados, pastas y arroz
7,80E+12;Agua Saborizada Pomelo sin Gas Villa Del Sur Levite 2.25 Lt;LEVIT�;2.25 lt;Agua;Agua   Saborizada;Agua   Saborizada   Pomelo;Bebidas sin alcohol (no agua)
7,80E+12;Agua Saborizada Naranja sin Gas Villa Del Sur Levite 2.25 Lt;LEVIT�;2.25 lt;Agua;Agua   Saborizada;Agua   Saborizada   Naranja;Bebidas sin alcohol (no agua)
7,80E+12;Agua Mineral sin Gas en Bidon Villa del Sur 6.25 Lt;VILLA DEL SUR;6.25 lt;Agua;Agua   Mineral;Agua   Mineral   sin;Agua
7,80E+12;Agua Saborizada Pomelo con Gas We 2.2 Lt;SER;2.2 lt;Agua;Agua   Saborizada;Agua   Saborizada   Pomelo;Bebidas sin alcohol (no agua)
7,80E+12;Agua Saborizada Citrus con Gas Ser We 2.25 Lt;SER;2.25 lt;Agua;Agua   Saborizada;Agua   Saborizada   Citrus;Bebidas sin alcohol (no agua)
7,80E+12;Agua Saborizada Lemon con Gas We 2.25 Lt;SER;2.25 lt;Agua;Agua   Saborizada;Agua   Saborizada   Lemon;Bebidas sin alcohol (no agua)
7,80E+12;Agua Mineral sin Gas Villa del Sur 2.25 Lt;VILLA DEL SUR;2.25 lt;Agua;Agua   Mineral;Agua   Mineral   sin;Agua
7,80E+12;Agua Mineral con Gas Villavicencio 1.5 Lt;VILLAVICENCIO;1.5 lt;Agua;Agua   Mineral;Agua   Mineral   con;Agua
7,80E+12;Agua Saborizada Naranja sin Gas Levite 1.5 Lt;LEVIT�;1.5 lt;Agua;Agua   Saborizada;Agua   Saborizada   Naranja;Bebidas sin alcohol (no agua)
7,80E+12;Agua Saborizada Manzana sin Gas Levite 1.5 Lt;LEVIT�;1.5 lt;Agua;Agua   Saborizada;Agua   Saborizada   Manzana;Bebidas sin alcohol (no agua)
7,80E+12;Pizza Mozzarella a La Piedra Sibarita 470 Gr;SIBARITA;470.0 gr;Pizza;Pizza   Mozzarella;Pizza   Mozzarella   a;Panificados, pastas y arroz
7,80E+12;Vino Blanco Sauvignon Blanc Finca El Portillo 750 Ml;FINCA EL PORTILLO;750.0 cc;Vino;Vino   Blanco;Vino   Blanco   Sauvignon;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Vino Tinto Cabernet Sauvignon Finca El Portillo 750 Cc;FINCA EL PORTILLO;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Cabernet;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Vino Tinto Malbec Finca El Portillo 750 Cc;FINCA EL PORTILLO;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Vino Tinto Malbec Killka Art & Wine 750 Ml;KILLKA;750.0 ml;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Fajitas Clasicas Tia Maruca 150 Gr;T�A MARUCA;150.0 gr;Fajitas;Fajitas   Clasicas;Fajitas   Clasicas   Tia;Panificados, pastas y arroz
7,80E+12;Tostadas de Arroz Clasicas sin TACC Tia Maruca 120 Gr;T�A MARUCA;120.0 gr;Tostadas;Tostadas   de;Tostadas   de   Arroz;Panificados, pastas y arroz
7,80E+12;Jugo Listo Naranja Citric 500 Ml;CITRIC;500.0 ml;Jugo;Jugo   Listo;Jugo   Listo   Naranja;Bebidas sin alcohol (no agua)
7,80E+12;Jugo Listo Naranja Citric 1 Lt;CITRIC;1.0 lt;Jugo;Jugo   Listo;Jugo   Listo   Naranja;Bebidas sin alcohol (no agua)
7,80E+12;Vino Tinto Cabernet Sauvignion Aime 750 Cc;AIM�;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Cabernet;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Vino Tinto Malbec Aime 750 Cc;AIM�;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Cera Depilatoria Aloe Vera Pote Micro Carrefour 180 Gr;CARREFOUR;180.0 gr;Cera;Cera   Depilatoria;Cera   Depilatoria   Aloe;Perfumería e higiene personal
7,80E+12;Vino Tinto Syrah Malbec Callia Alta 750 Ml;CALLIA;750.0 ml;Vino;Vino   Tinto;Vino   Tinto   Syrah;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Vino Tinto Cabernet Sauvignon Alta Callia 750 Cc;CALLIA;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Cabernet;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Vino Tinto Malbec Alta Callia 750 Cc;CALLIA;750.0 cc;Vino;Vino   Tinto;Vino   Tinto   Malbec;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Galletitas Chocolate Rellena de Vainilla Toddy 115 Gr;TODDY;115.0 gr;Galletitas;Galletitas   Chocolate;Galletitas   Chocolate   Rellena;Panificados, pastas y arroz
7,80E+12;Bebida Energizante Speed Unlimited Regular 250 Ml;SPEED;250.0 ml;Bebida;Bebida   Energizante;Bebida   Energizante   Speed;Bebidas sin alcohol (no agua)
7,80E+12;Whisky Old Smuggler 1 Lt;OLD SMUGGLER;1.0 lt;Whisky;Whisky   Old;Whisky   Old   Smuggler;"Bebidas ""blancas"""
7,80E+12;Aperitivo Americano Cinzano Rosso 950 Ml;CINZANO;950.0 ml;Aperitivo;Aperitivo   Americano;Aperitivo   Americano   Cinzano;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,80E+12;Leche Infantil UAT Larga Vida Nutricion Completa Sancor Bebe 3 1 Lt;SANCOR;1.0 lt;Leche;Leche   Infantil;Leche   Infantil   UAT;Lácteos y derivados
7,80E+12;Leche Sancor EnfaBebe Premium 1 200 Ml;SANCOR;200.0 ml;Leche;Leche   Sancor;Leche   Sancor   EnfaBebe;Lácteos y derivados
7,80E+12;Leche Infantil Sancor EnfaBebe Premium 2 200 Ml;SANCOR;200.0 ml;Leche;Leche   Infantil;Leche   Infantil   Sancor;Lácteos y derivados
7,80E+12;Leche Infantil UAT Larga Vida Nutricion Completa Sancor Bebe 1 200 Ml;SANCOR;200.0 ml;Leche;Leche   Infantil;Leche   Infantil   UAT;Lácteos y derivados
7,80E+12;Leche Infantil UAT Larga Vida Nutricion Completa Sancor Bebe 2 200 Ml;SANCOR;200.0 ml;Leche;Leche   Infantil;Leche   Infantil   UAT;Lácteos y derivados
7,80E+12;Leche Infantil UAT Larga Vida Nutricion Completa Sancor Bebe 3 200 Cc;SANCOR;200.0 cc;Leche;Leche   Infantil;Leche   Infantil   UAT;Lácteos y derivados
7,80E+12;Leche Infantil UAT Larga Vida Nutricion Completa Sancor Bebe 1 500 Ml;SANCOR;500.0 ml;Leche;Leche   Infantil;Leche   Infantil   UAT;Lácteos y derivados
7,80E+12;Leche Infantil Sancor Bebe 4 1 Lt;SANCOR;1.0 lt;Leche;Leche   Infantil;Leche   Infantil   Sancor;Lácteos y derivados
7,80E+12;Bocaditos de Pollo Nuggets Crocantes Sadia 900 Gr;SADIA;900.0 gr;Bocaditos;Bocaditos   de;Bocaditos   de   Pollo;Congelados
7,80E+12;Papas Fritas Original Lays Stax 140 Gr;LAYS;140.0 gr;Papas;Papas   Fritas;Papas   Fritas   Original;Snacks
7,89E+12;Caldo de Gallina Maggi 12 Un;MAGGI;12.0 un;Caldo;Caldo   de;Caldo   de   Gallina;Almacen no incluidos en otra categoría
7,89E+12;Toallitas Humedas Extra Cuidado Johnsons Baby 96 Un;JOHNSON'S;96.0 un;Toallitas;Toallitas   Humedas;Toallitas   Humedas   Extra;Perfumería e higiene personal
7,89E+12;Toalla Femenina Nocturna con Alas Siempre Libre 8U;SIEMPRE LIBRE;8.0 un;Toalla;Toalla   Femenina;Toalla   Femenina   Nocturna;Perfumería e higiene personal
7,89E+12;Tampones Medio Helix Ob 20 Un;OB;20.0 un;Tampones;Tampones   Medio;Tampones   Medio   Helix;Perfumería e higiene personal
7,89E+12;Tampones Super Helix Ob 20 Un;OB;20.0 un;Tampones;Tampones   Super;Tampones   Super   Helix;Perfumería e higiene personal
7,89E+12;Toalla Femenina Max Suave Nocturna con Alas Siempre Libre 16 Un;SIEMPRE LIBRE;16.0 un;Toalla;Toalla   Femenina;Toalla   Femenina   Max;Perfumería e higiene personal
7,89E+12;Crema Dental Luminous White Colgate 90 Gr;COLGATE;90.0 gr;Crema;Crema   Dental;Crema   Dental   Luminous;Perfumería e higiene personal
7,89E+12;Aperitivo Bitter Campari 750 Ml;CAMPARI;750.0 ml;Aperitivo;Aperitivo   Bitter;Aperitivo   Bitter   Campari;"Bebidas alcohólicas (no bebidas ""blancas"")"
7,89E+12;Atun en Aceite Gomes Da Costa 170 Gr;GOMES DA COSTA;170.0 gr;Atun;Atun   en;Atun   en   Aceite;Almacen no incluidos en otra categoría
7,89E+12;Atun en Lomitos al Natural Gomes Da Costa 170 Gr;GOMES DA COSTA;170.0 gr;Atun;Atun   en;Atun   en   Lomitos;Almacen no incluidos en otra categoría
7,89E+12;Cepillo Dental Doctor Kolynos 2 Un;KOLYNOS;2.0 un;Cepillo;Cepillo   Dental;Cepillo   Dental   Doctor;Perfumería e higiene personal
7,90E+12;Granola de Maiz y Avena Azucarada con Miel Fortificada Kelloggs Kellness Muslix 300 Gr;KELLOGGS;300.0 gr;Granola;Granola   de;Granola   de   Maiz;Almacen no incluidos en otra categoría
7,90E+12;Crema de Avellana con Cacao Nutella 140 Gr;NUTELLA;140.0 gr;Crema;Crema   de;Crema   de   Avellana;Almacen no incluidos en otra categoría
7,90E+12;Jabon de Tocador Cream Dove 90 Gr;DOVE;90.0 gr;Jabon;Jabon   de;Jabon   de   Tocador;Perfumería e higiene personal
7,90E+12;Jabon Exfoliante Blanco Dove 90 Gr;DOVE;90.0 gr;Jabon;Jabon   Exfoliante;Jabon   Exfoliante   Blanco;Perfumería e higiene personal
8,48E+12;Galletitas de Agua Clasica Dia 550 Gr;D�A;550.0 gr;Galletitas;Galletitas   de;Galletitas   de   Agua;Panificados, pastas y arroz
