"","id","BARRIO","COMUNA","PERIMETRO","AREA","sucursalTipo","direccion","banderaId","sucursalNombre","comercioId","sucursalId","cadena","nombre"
"25.45","15-1-1074","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Av Independencia 2262",1,"1074 - San Cristobal",15,"1074","Dia","Dia"
"25.46","15-1-3","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Cl Entre Rios 735",1,"3 - Balvanera",15,"3","Dia","Dia"
"25.47","10-3-363","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av. Independencia 1833",3,"Independencia 1833",10,"363","Carrefour","Carrefour Express"
"26","12-1-153","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Supermercado","Av. Alvarez Jonte 2502",1,"JONTE ",12,"153","Coto","Coto"
"26.1","15-1-473","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Autoservicio","Av San Martin 3172",1,"473 - Villa General Mitre",15,"473","Dia","Dia"
"26.2","15-1-5232","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Autoservicio","Av Donato Alvarez 1887",1,"5232 - Villa General Mitre",15,"5232","Dia","Dia"
"26.3","9-3-5263","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Hipermercado","Avenida Justo Dr Juan Bautista 4715",3,"Jumbo Juan B. Justo",9,"5263","Jumbo","Jumbo"
"26.4","15-1-490","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Autoservicio","Av Juan B.Justo 5030",1,"490 - Villa General Mitre",15,"490","Dia","Dia"
"26.5","15-1-371","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Autoservicio","Tte.Gral.Donato Alvarez 1532",1,"371 - Villa General Mitre",15,"371","Dia","Dia"
"26.6","15-1-308","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Autoservicio","Av Gaona 3163",1,"308 - Villa General Mitre",15,"308","Dia","Dia"
"26.7","23-1-6224","VILLA GRAL. MITRE",11,6290.44056056462,2162275.11534927,"Estacion Servicio","Gaona 2399",1,"Trelles",23,"6224","Axion Energy","Axion Energy"
"27","15-1-418","PARQUE CHAS",15,4531.25339627622,1385411.51373976,"Autoservicio","Av De Los Incas 4701",1,"418 - Parque Chas",15,"418","Dia","Dia"
"27.1","15-1-242","PARQUE CHAS",15,4531.25339627622,1385411.51373976,"Autoservicio","Av De Los Incas 5260",1,"242 - Parque Chas",15,"242","Dia","Dia"
"27.2","10-3-360","PARQUE CHAS",15,4531.25339627622,1385411.51373976,"Autoservicio","Av. De Los Incas 5174",3,"Los Incas 5174",10,"360","Carrefour","Carrefour Express"
"28","10-3-322","AGRONOMIA",15,6556.16777187041,2122169.34212266,"Autoservicio","Del Carril 3210",3,"Del Carril 3210",10,"322","Carrefour","Carrefour Express"
"28.1","15-1-365","AGRONOMIA",15,6556.16777187041,2122169.34212266,"Autoservicio","Av Del Carril Salvador M. 2424",1,"365 - Villa Pueyrredon",15,"365","Dia","Dia"
"28.2","15-1-316","AGRONOMIA",15,6556.16777187041,2122169.34212266,"Autoservicio","Av Nazca 4044",1,"316 - Agronomia",15,"316","Dia","Dia"
"28.3","15-1-1524","AGRONOMIA",15,6556.16777187041,2122169.34212266,"Autoservicio","Av De Los Constituyentes 3836",1,"1524 - Agronomia",15,"1524","Dia","Dia"
"28.4","10-3-588","AGRONOMIA",15,6556.16777187041,2122169.34212266,"Autoservicio","Av. San Martín 4685",3,"Av. San Martín 4685",10,"588","Carrefour","Carrefour Express"
"29","15-1-65","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Autoservicio","Cl Triunvirato 3981",1,"65 - Villa Ortuzar",15,"65","Dia","Dia"
"29.1","23-1-6291","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Estacion Servicio","Av Los Incas 3550",1,"Los Incas",23,"6291","Axion Energy","Axion Energy"
"29.2","15-1-354","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Autoservicio","Av De Los Incas 4355",1,"354 - Villa Ortuzar",15,"354","Dia","Dia"
"29.3","10-3-339","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Supermercado","Av. De Los Incas 4466",3,"Los Incas 4466",10,"339","Carrefour","Carrefour Express"
"29.4","10-3-566","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Autoservicio","Av. Álvarez Thomas 1996",3,"Álvarez Thomas 1996",10,"566","Carrefour","Carrefour Express"
"29.5","15-1-501","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Autoservicio","Av Triunvirato 3551",1,"501 - Villa Ortuzar",15,"501","Dia","Dia"
"29.6","15-1-291","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Autoservicio","Av Alvarez Thomas 1520",1,"291 - Villa Ortuzar",15,"291","Dia","Dia"
"29.7","15-1-420","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Autoservicio","Av  Triunvirato 3217",1,"420 - Villa Ortuzar",15,"420","Dia","Dia"
"29.8","9-3-5259","VILLA ORTUZAR",15,5684.99521114166,1853802.05203413,"Hipermercado","Estomba Juan Ramon 838",3,"Jumbo Tronador",9,"5259","Jumbo","Jumbo"
"30","15-1-5249","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","Ituzaingo 920",1,"5249 - Barracas",15,"5249","Dia","Dia"
"30.1","12-1-220","BARRACAS",4,13018.2102714069,7960999.81583221,"Hipermercado","Gaspar M De Jovellanos 151",1,"BARRACAS",12,"220","Coto","Coto"
"30.2","10-3-323","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","Montes De Oca 304",3,"Montes de Oca 304",10,"323","Carrefour","Carrefour Express"
"30.3","9-1-741","BARRACAS",4,13018.2102714069,7960999.81583221,"Supermercado","Herrera 803",1,"Barracas",9,"741","Jumbo","Vea"
"30.4","10-3-346","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","Suárez 1599",3,"Suárez 1599",10,"346","Carrefour","Carrefour Express"
"30.5","10-2-491","BARRACAS",4,13018.2102714069,7960999.81583221,"Supermercado","Av. Montes De Oca 970",2,"Barracas",10,"491","Carrefour","Carrefour Market"
"30.6","15-1-209","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","Av Regimiento De Patricios 795",1,"209 - Barracas",15,"209","Dia","Dia"
"30.7","15-1-1086","BARRACAS",4,13018.2102714069,7960999.81583221,"Supermercado","Av Velez Sarsfield 1572",1,"1086 - Barracas",15,"1086","Dia","Dia"
"30.8","15-1-405","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","Av  Montes De Oca 1438",1,"405 - Barracas",15,"405","Dia","Dia"
"30.9","15-1-360","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","Av Reg.De Patricios 1214",1,"360 - Barracas",15,"360","Dia","Dia"
"30.10","29-1-5","BARRACAS",4,13018.2102714069,7960999.81583221,"Supermercado","Av Montes De Oca 1597",1,"JOSIMAR",29,"5","Josimar","Josimar"
"30.11","15-1-520","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","California 1995",1,"520 - Barracas",15,"520","Dia","Dia"
"30.12","15-1-357","BARRACAS",4,13018.2102714069,7960999.81583221,"Autoservicio","Iriarte 2262",1,"357 - Barracas",15,"357","Dia","Dia"
"30.13","23-1-6233","BARRACAS",4,13018.2102714069,7960999.81583221,"Estacion Servicio","Av. Cruz 1501",1,"Centenera",23,"6233","Axion Energy","Axion Energy"
"31","15-1-56","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Cl Juan B. Alberdi 4730",1,"56 - Parque Avellaneda",15,"56","Dia","Dia"
"31.1","10-3-629","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Juan B. Alberdi 4808",3,"Juan B. Alberdi 4808",10,"629","Carrefour","Carrefour Express"
"31.2","15-1-263","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Av Lacarra 574",1,"263 - Parque Avellaneda",15,"263","Dia","Dia"
"31.3","10-3-600","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Directorio 3960",3,"Directorio 3960",10,"600","Carrefour","Carrefour Express"
"31.4","19-1-03048","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Estacion Servicio","Avenida Directorio 4311 4311",1,"OLIVERA",19,"03048","YPF","YPF"
"31.5","15-1-136","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Av Directorio 4724",1,"136 - Parque Avellaneda",15,"136","Dia","Dia"
"31.6","15-1-387","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Av Olivera 1268",1,"387 - Villa Lugano",15,"387","Dia","Dia"
"31.7","15-1-133","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Av Eva Peron 3729",1,"133 - Parque Avellaneda",15,"133","Dia","Dia"
"31.8","15-1-358","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Av Eva Peron 4139",1,"358 - Parque Avellaneda",15,"358","Dia","Dia"
"31.9","12-1-85","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Hipermercado","Av. Eva Perón 4730",1,"EVA PERON ",12,"85","Coto","Coto"
"31.10","15-1-429","PARQUE AVELLANEDA",9,10165.6271293615,4732708.21748796,"Autoservicio","Av Escalada 2341 2341",1,"429 - Villa Lugano",15,"429","Dia","Dia"
"32","10-3-324","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Directorio 1766",3,"Directorio 1766",10,"324","Carrefour","Carrefour Express"
"32.1","15-1-262","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Av Eva Peron 1790",1,"262 - Parque Chacabuco",15,"262","Dia","Dia"
"32.2","12-1-151","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Supermercado","Asamblea 1100",1,"ASAMBLEA ",12,"151","Coto","Coto"
"32.3","15-1-394","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Av Directorio 134",1,"394 - Caballito",15,"394","Dia","Dia"
"32.4","15-1-29","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Cl Asamblea 968",1,"29 - Parque Chacabuco",15,"29","Dia","Dia"
"32.5","10-3-572","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Centenera 1282",3,"Centenera 1282",10,"572","Carrefour","Carrefour Express"
"32.6","15-1-1523","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Curapaligue 1964",1,"1523 - Parque Chacabuco",15,"1523","Dia","Dia"
"32.7","15-1-5242","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Jose Marua Moreno 1654",1,"5242 - Parque Chacabuco",15,"5242","Dia","Dia"
"32.8","15-1-368","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Av Cobo 1477",1,"368 - Parque Chacabuco",15,"368","Dia","Dia"
"32.9","10-1-3","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Hipermercado","Av. La Plata 1768",1,"Av. La Plata",10,"3","Carrefour","Hipermercado Carrefour"
"32.10","15-1-370","PARQUE CHACABUCO",7,8406.91432074686,3832116.69921769,"Autoservicio","Av  La Plata 1976",1,"370 - Boedo",15,"370","Dia","Dia"
"33","12-1-6","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Supermercado","Av. La Plata 2392",1,"AV. LA PLATA ",12,"6","Coto","Coto"
"33.1","15-1-5124","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Fernandez De La Cruz 1030",1,"5124 - Pompeya",15,"5124","Dia","Dia"
"33.2","15-1-5170","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Saenz 100",1,"5170 - Pompeya",15,"5170","Dia","Dia"
"33.3","15-1-5133","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Corrales 1669",1,"5133 - Pompeya",15,"5133","Dia","Dia"
"33.4","10-3-416","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Av. Almafuerte 880",3,"Av. Almafuerte 880",10,"416","Carrefour","Carrefour Express"
"33.5","15-1-162","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Av Saenz 769",1,"162 - Pompeya",15,"162","Dia","Dia"
"33.6","15-1-336","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Esquiu 1001",1,"336 - Pompeya",15,"336","Dia","Dia"
"33.7","12-1-63","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Hipermercado","Av. Francisco Rabanal 1345",1,"POMPEYA ",12,"63","Coto","Coto"
"33.8","15-1-5179","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Pepiri 931",1,"5179 - Pompeya",15,"5179","Dia","Dia"
"33.9","15-1-1520","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Av Amancio Alcorta 3889",1,"1520 - Pompeya",15,"1520","Dia","Dia"
"33.10","15-1-5283","NUEVA POMPEYA",4,11183.3556111015,4968150.98155516,"Autoservicio","Rio Cuarto 3958",1,"5283 - Pompeya",15,"5283","Dia","Dia"
"34","15-1-451","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Soldado De La Independencia 1236",1,"451 - Palermo",15,"451","Dia","Dia"
"34.1","10-2-275","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Federico Lacroze 1755",2,"Lacroze",10,"275","Carrefour","Carrefour Market"
"34.2","10-3-559","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Teodoro García 2310",3,"Teodoro García 2310",10,"559","Carrefour","Carrefour Express"
"34.3","15-1-428","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Federico Lacroze 2178",1,"428 - Palermo",15,"428","Dia","Dia"
"34.4","9-2-916","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Gorostiaga Jose Benjamin. 1636",2,"SM 916 Gorostiaga",9,"916","Jumbo","Disco"
"34.5","12-1-66","PALERMO",14,21768.0748857944,15772496.3315,"Hipermercado","Maure 1725",1,"MAURE ",12,"66","Coto","Coto"
"34.6","12-1-45","PALERMO",14,21768.0748857944,15772496.3315,"Hipermercado","Av. Cabildo 545",1,"CABILDO ",12,"45","Coto","Coto"
"34.7","15-1-286","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Cl Migueletes 752",1,"286 - Palermo",15,"286","Dia","Dia"
"34.8","10-3-609","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Del Libertador 4534",3,"Av. del Libertador 4534",10,"609","Carrefour","Carrefour Express"
"34.9","10-3-251","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Arce 728",3,"Arce 728",10,"251","Carrefour","Carrefour Express"
"34.10","15-1-1092","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Av  Cabildo 360",1,"1092 - Palermo",15,"1092","Dia","Dia"
"34.11","10-3-364","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Ciudad De La Paz 353",3,"Ciudad de la Paz  353",10,"364","Carrefour","Carrefour Express"
"34.12","15-1-378","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Ortega Y Gassete Jose 1786",1,"378 - Palermo",15,"378","Dia","Dia"
"34.13","10-3-340","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Ortega Y Gasset 1876",3,"Ortega y Gaset 1876",10,"340","Carrefour","Carrefour Express"
"34.14","10-3-349","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Cabildo 34",3,"Cabildo 34",10,"349","Carrefour","Carrefour Express"
"34.15","10-3-699","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Dorrego 2145",3,"Dorrego 2145",10,"699","Carrefour","Carrefour Express"
"34.16","15-1-468","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Dorrego 1474",1,"468 - Colegiales",15,"468","Dia","Dia"
"34.17","15-1-545","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Arevalo 1933",1,"545 - Palermo",15,"545","Dia","Dia"
"34.18","10-2-389","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Av. Santa Fe 5234",2,"Carranza",10,"389","Carrefour","Carrefour Market"
"34.19","10-3-531","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Arévalo 1736",3,"Arévalo 1736",10,"531","Carrefour","Carrefour Express"
"34.20","15-1-300","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Santa Fe 5222",1,"300 - Palermo",15,"300","Dia","Dia"
"34.21","10-3-403","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Santa Fe 5052",3,"Av. Santa Fe 5052",10,"403","Carrefour","Carrefour Express"
"34.22","9-3-5206","PALERMO",14,21768.0748857944,15772496.3315,"Hipermercado","Avenida Bullrich Inte 345",3,"Jumbo Palermo",9,"5206","Jumbo","Jumbo"
"34.23","9-3-5961","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Avenida Santa Fe 4950",3,"Jumbo Av. Santa Fé",9,"5961","Jumbo","Jumbo"
"34.24","15-1-424","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Cordoba 5799",1,"424 - Palermo",15,"424","Dia","Dia"
"34.25","10-3-330","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Fitz Roy 2470",3,"Fitz Roy 2470",10,"330","Carrefour","Carrefour Express"
"34.26","15-1-402","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Juan Francisco Segui 4668",1,"402 - Palermo",15,"402","Dia","Dia"
"34.27","15-1-395","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Fitz Roy 2292",1,"395 - Palermo",15,"395","Dia","Dia"
"34.28","10-3-312","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Cerviño 4634",3,"Cerviño 4634",10,"312","Carrefour","Carrefour Express"
"34.29","10-3-660","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Juan Seguí 4524",3,"Juan Seguí 4524",10,"660","Carrefour","Carrefour Express"
"34.30","10-3-350","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Humboldt 1982",3,"Humboldt 1982",10,"350","Carrefour","Carrefour Express"
"34.31","15-1-453","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Humboldt 1574",1,"453 - Palermo",15,"453","Dia","Dia"
"34.32","15-1-427","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","El Salvador 5675",1,"427 - Palermo",15,"427","Dia","Dia"
"34.33","10-3-328","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Godoy Cruz 2793",3,"Godoy Cruz  2793",10,"328","Carrefour","Carrefour Express"
"34.34","19-1-03318","PALERMO",14,21768.0748857944,15772496.3315,"Estacion Servicio","Avenida J. B. Justo 1215 1215",1,"NICARAGUA",19,"03318","YPF","YPF"
"34.35","15-1-437","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Santa Fe 4607",1,"437 - Palermo",15,"437","Dia","Dia"
"34.36","10-3-306","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Fray Justo Sta. María De Oro 2709",3,"Fray Justo Santa María de Oro 2709",10,"306","Carrefour","Carrefour Express"
"34.37","15-1-1091","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Av Santa Fe 4550",1,"1091 - Palermo",15,"1091","Dia","Dia"
"34.38","10-3-394","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Santa Fe 4489",3,"Santa Fe 4489-91",10,"394","Carrefour","Carrefour Express"
"34.39","10-3-527","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Fray Justo Sta. María De Oro 2121",3,"Oro 2121",10,"527","Carrefour","Carrefour Express"
"34.40","15-1-252","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Cl Thames 2447",1,"252 - Palermo",15,"252","Dia","Dia"
"34.41","15-1-239","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Cordoba 5101",1,"239 - Palermo",15,"239","Dia","Dia"
"34.42","10-3-537","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Charcas 4389",3,"Charcas 4389",10,"537","Carrefour","Carrefour Express"
"34.43","10-3-392","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Jorge Luis Borges 2463",3,"J. L. Borges 2463-65",10,"392","Carrefour","Carrefour Express"
"34.44","10-3-715","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Córdoba 4967",3,"Córdoba 4967",10,"715","Carrefour","Carrefour Express"
"34.45","15-1-423","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Gorriti Jose Ignacio 4955",1,"423 - Palermo",15,"423","Dia","Dia"
"34.46","9-2-16","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Paraguay 4302",2,"Paraguay.",9,"16","Jumbo","Disco"
"34.47","15-1-466","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Gurruchaga 1824",1,"466 - Palermo",15,"466","Dia","Dia"
"34.48","10-3-581","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Juan María Gutiérrez 3759",3,"J. M. Gutiérrez 3759",10,"581","Carrefour","Carrefour Express"
"34.49","10-3-555","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Güemes 4159",3,"Güemes 4159",10,"555","Carrefour","Carrefour Express"
"34.50","10-1-6","PALERMO",14,21768.0748857944,15772496.3315,"Hipermercado","Jerónimo Salguero 3212",1,"Salguero",10,"6","Carrefour","Hipermercado Carrefour"
"34.51","15-1-527","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Cordoba 4667",1,"527 - Palermo",15,"527","Dia","Dia"
"34.52","15-1-537","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Jeronimo Salguero 3044",1,"537 - Palermo",15,"537","Dia","Dia"
"34.53","23-1-6214","PALERMO",14,21768.0748857944,15772496.3315,"Estacion Servicio","Av. Libertador 2589",1,"Alvear",23,"6214","Axion Energy","Axion Energy"
"34.54","15-1-523","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Scalabrini Ortiz 3170",1,"523 - Palermo",15,"523","Dia","Dia"
"34.55","10-2-215","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Av. Raúl Scalabrini Ortíz 3128",2,"Palermo Canning",10,"215","Carrefour","Carrefour Market"
"34.56","10-3-493","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Charcas 3940",3,"Charcas 3940",10,"493","Carrefour","Carrefour Express"
"34.57","12-1-203","PALERMO",14,21768.0748857944,15772496.3315,"Hipermercado","Santa Fe 3760",1,"BOTANICO ",12,"203","Coto","Coto"
"34.58","10-3-679","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Raúl Scalabrini Ortiz 1396",3,"Scalabrini Ortiz 1396",10,"679","Carrefour","Carrefour Express"
"34.59","9-2-15","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Avenida Salguero Jeronimo 2727",2,"Salguero.",9,"15","Jumbo","Disco"
"34.60","10-2-277","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Av. Raúl Scalabrini Ortíz 1840",2,"Palermo Soler",10,"277","Carrefour","Carrefour Market"
"34.61","12-1-24","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Av. Scalabrini Ortiz 1688",1,"SCALABRINI ORTIZ ",12,"24","Coto","Coto"
"34.62","15-1-408","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Raul Scalabrini Ortiz 1647",1,"408 - Palermo",15,"408","Dia","Dia"
"34.63","15-1-272","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Cl Scalabrini Ortiz 2067",1,"272 - Palermo",15,"272","Dia","Dia"
"34.64","12-1-26","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Cerviño 3515",1,"CERVINO ",12,"26","Coto","Coto"
"34.65","10-3-661","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Aráoz 1140",3,"Aráoz 1140",10,"661","Carrefour","Carrefour Express"
"34.66","10-3-630","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Aráoz 2148",3,"Aráoz 2148",10,"630","Carrefour","Carrefour Express"
"34.67","10-3-618","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Bulnes 2751",3,"Bulnes 2751",10,"618","Carrefour","Carrefour Express"
"34.68","15-1-526","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Cordoba 4379",1,"526 - Palermo",15,"526","Dia","Dia"
"34.69","19-1-03160","PALERMO",14,21768.0748857944,15772496.3315,"Estacion Servicio","Avenida Cordoba Y Pringles 4201",1,"PRINGLES",19,"03160","YPF","YPF"
"34.70","10-2-150","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Santa Fe 3368",2,"Vidt",10,"150","Carrefour","Carrefour Market"
"34.71","15-1-284","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Cl Berutii 3434",1,"284 - Palermo",15,"284","Dia","Dia"
"34.72","9-1-5","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Mansilla Gral Lucio Norberto 3640",1,"Mansilla.",9,"5","Jumbo","Vea"
"34.73","9-2-23","PALERMO",14,21768.0748857944,15772496.3315,"Supermercado","Bulnes 2117",2,"Alto Palermo.",9,"23","Jumbo","Disco"
"34.74","15-1-359","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Cordoba 4085",1,"359 - Palermo",15,"359","Dia","Dia"
"34.75","15-1-168","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av Medrano 1235",1,"168 - Palermo",15,"168","Dia","Dia"
"34.76","12-1-56","PALERMO",14,21768.0748857944,15772496.3315,"Hipermercado","Honduras 3862",1,"HONDURAS ",12,"56","Coto","Coto"
"34.77","10-3-336","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Charcas 3315",3,"Charcas 3315 II",10,"336","Carrefour","Carrefour Express"
"34.78","19-1-99004","PALERMO",14,21768.0748857944,15772496.3315,"Estacion Servicio","Avenida Tagle Y J L Pagano 2630",1,"ACA Central",19,"99004","YPF","YPF"
"34.79","10-3-573","PALERMO",14,21768.0748857944,15772496.3315,"Autoservicio","Av. Córdoba 3721",3,"Córdoba 3721",10,"573","Carrefour","Carrefour Express"
"35","10-3-554","VILLA RIACHUELO",8,10597.2528090063,4232873.69918292,"Autoservicio","Chilavert 6280",3,"Chilavert 6280",10,"554","Carrefour","Carrefour Express"
"35.1","15-1-32","VILLA RIACHUELO",8,10597.2528090063,4232873.69918292,"Autoservicio","Cl Chilavert 6570",1,"32 - Villa Riachuelo",15,"32","Dia","Dia"
"35.2","10-3-672","VILLA RIACHUELO",8,10597.2528090063,4232873.69918292,"Autoservicio","Av. Chilavert 6901",3,"Av. Chilavert 6901",10,"672","Carrefour","Carrefour Express"
"35.3","15-1-5270","VILLA RIACHUELO",8,10597.2528090063,4232873.69918292,"Autoservicio","Fernandez De La Cruz 6154",1,"5270 - Villa Riachuelo",15,"5270","Dia","Dia"
"35.4","12-1-37","VILLA RIACHUELO",8,10597.2528090063,4232873.69918292,"Supermercado","Av. Piedrabuena 4902",1,"LUGANO ",12,"37","Coto","Coto"
