"","id","BARRIO","COMUNA","PERIMETRO","AREA","sucursalTipo","direccion","banderaId","sucursalNombre","comercioId","sucursalId","cadena","nombre"
"17.4","10-3-487","PARQUE PATRICIOS",4,7878.46811523247,3743506.92777216,"Autoservicio","La Rioja 2040",3,"La Rioja 2040",10,"487","Carrefour","Carrefour Express"
"17.5","15-1-1072","PARQUE PATRICIOS",4,7878.46811523247,3743506.92777216,"Supermercado","Av Brasil 2450",1,"1072 - Parque Patricios",15,"1072","Dia","Dia"
"17.6","15-1-4","PARQUE PATRICIOS",4,7878.46811523247,3743506.92777216,"Autoservicio","Cl Caseros 2938",1,"4 - Parque Patricios",15,"4","Dia","Dia"
"17.7","10-3-369","PARQUE PATRICIOS",4,7878.46811523247,3743506.92777216,"Autoservicio","Av. Caseros 2864",3,"Caseros 2864",10,"369","Carrefour","Carrefour Express"
"17.8","10-3-489","PARQUE PATRICIOS",4,7878.46811523247,3743506.92777216,"Autoservicio","Av. Caseros 2423",3,"Av. Caseros 2423",10,"489","Carrefour","Carrefour Express"
"17.9","15-1-142","PARQUE PATRICIOS",4,7878.46811523247,3743506.92777216,"Autoservicio","Av Caseros 2068",1,"142 - Parque Patricios",15,"142","Dia","Dia"
"17.10","15-1-5271","PARQUE PATRICIOS",4,7878.46811523247,3743506.92777216,"Autoservicio","Jose C Paz 2965",1,"5271 - Parque Patricios",15,"5271","Dia","Dia"
"18","15-1-306","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Cl Emilio Castro 7471",1,"306 - Liniers",15,"306","Dia","Dia"
"18.1","10-3-680","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Carhué 1427",3,"Carhué 1427",10,"680","Carrefour","Carrefour Express"
"18.2","10-3-722","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Emilio Castro 6178",3,"Emilio Castro 6178",10,"722","Carrefour","Carrefour Express"
"18.3","15-1-1532","MATADEROS",9,11124.6357920936,7398178.84035114,"Supermercado","Av Cnel.M.Larrazabal 919",1,"1532 - Mataderos",15,"1532","Dia","Dia"
"18.4","10-3-657","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Montiel 1718",3,"Montiel 1718",10,"657","Carrefour","Carrefour Express"
"18.5","10-3-534","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Martiniano Leguizamón 1576",3,"Leguizamon 1576",10,"534","Carrefour","Carrefour Express"
"18.6","15-1-5129","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Juan Bautista Alberdi 5287",1,"5129 - Mataderos",15,"5129","Dia","Dia"
"18.7","10-3-742","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av. Juan Bautista Alberdi 5494",3,"Juan B. Alberdi 5494",10,"742","Carrefour","Carrefour Express"
"18.8","10-3-405","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av. Juan Bautista Alberdi 5719",3,"J. Bautista Alberdi 5719-23",10,"405","Carrefour","Carrefour Express"
"18.9","15-1-46","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Cl Juan Bautista Alberdi 5925",1,"46 - Mataderos",15,"46","Dia","Dia"
"18.10","15-1-1093","MATADEROS",9,11124.6357920936,7398178.84035114,"Supermercado","Av Juan B. Alberdi 6253",1,"1093 - Mataderos",15,"1093","Dia","Dia"
"18.11","10-3-605","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av. Juan Bautista Alberdi 7071",3,"Juan B. Alberdi 7071",10,"605","Carrefour","Carrefour Express"
"18.12","15-1-5095","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av Juan Bautista Alberdi 7272",1,"5095 - Mataderos",15,"5095","Dia","Dia"
"18.13","15-1-299","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av Alberdi 6691",1,"299 - Mataderos",15,"299","Dia","Dia"
"18.14","10-1-30","MATADEROS",9,11124.6357920936,7398178.84035114,"Hipermercado","Av. Gral. Paz 12950",1,"Mataderos",10,"30","Carrefour","Hipermercado Carrefour"
"18.15","10-3-667","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av. Directorio 4989",3,"Directorio 4989",10,"667","Carrefour","Carrefour Express"
"18.16","15-1-447","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av  Directorio 5024",1,"447 - Mataderos",15,"447","Dia","Dia"
"18.17","15-1-448","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av La Plata 1570",1,"448 - Boedo",15,"448","Dia","Dia"
"18.18","15-1-457","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av Directorio 5640",1,"457 - Mataderos",15,"457","Dia","Dia"
"18.19","15-1-1533","MATADEROS",9,11124.6357920936,7398178.84035114,"Supermercado","Av De Los Corrales 6901",1,"1533 - Mataderos",15,"1533","Dia","Dia"
"18.20","15-1-469","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av  De Los Corrales 7325",1,"469 - Mataderos",15,"469","Dia","Dia"
"18.21","15-1-347","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av Eva Peron 5887",1,"347 - Mataderos",15,"347","Dia","Dia"
"18.22","15-1-292","MATADEROS",9,11124.6357920936,7398178.84035114,"Autoservicio","Av Eva Peron 5061",1,"292 - Mataderos",15,"292","Dia","Dia"
"19","11-4-1027","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Supermercado","Av. Peron Eva 5526",4,"Mataderos",11,"1027","Walmart","Changomas"
"19.1","15-1-404","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Murguiondo 3236",1,"404 - Villa Lugano",15,"404","Dia","Dia"
"19.2","15-1-386","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Montiel 3829",1,"386 - Villa Lugano",15,"386","Dia","Dia"
"19.3","12-1-121","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Supermercado","Larrazabal 3443",1,"LARRAZABAL ",12,"121","Coto","Coto"
"19.4","10-3-423","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Av. Castañares 4854",3,"Av. Castañares 4854",10,"423","Carrefour","Carrefour Express"
"19.5","15-1-85","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Cl Castaã±Ares 4944",1,"85 - Villa Lugano",15,"85","Dia","Dia"
"19.6","15-1-1066","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Supermercado","Av Piedrabuena 3941",1,"1066 - Villa Lugano",15,"1066","Dia","Dia"
"19.7","15-1-5278","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Av Teniente General Luis Dellepiane 5440",1,"5278 - Villa Lugano",15,"5278","Dia","Dia"
"19.8","10-3-614","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Murguiondo 4054",3,"Murguiondo 4054",10,"614","Carrefour","Carrefour Express"
"19.9","15-1-47","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Cl Somellera 5663",1,"47 - Villa Lugano",15,"47","Dia","Dia"
"19.10","15-1-530","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Av Riestra 5398",1,"530 - Villa Lugano",15,"530","Dia","Dia"
"19.11","10-3-535","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Murguiondo 4324",3,"Murguiondo 4324",10,"535","Carrefour","Carrefour Express"
"19.12","9-3-5201","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Hipermercado","Avenida Fernandez De La Cruz Gral Francisco 4602",3,"Jumbo Escalada",9,"5201","Jumbo","Jumbo"
"19.13","15-1-1521","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Autoservicio","Av  Fernandez De La Cruz 5583",1,"1521 - Villa Lugano",15,"1521","Dia","Dia"
"19.14","12-1-110","VILLA LUGANO",8,15057.4683894211,9296142.36140115,"Hipermercado","Soldado De La Frontera 5258",1,"LUGANO ",12,"110","Coto","Coto"
"20","10-2-385","SAN TELMO",1,5178.05650459628,1232275.09247446,"Supermercado","Av. Independencia 456",2,"San Telmo",10,"385","Carrefour","Carrefour Market"
"20.1","10-3-408","SAN TELMO",1,5178.05650459628,1232275.09247446,"Autoservicio","Perú 916",3,"Perú 916",10,"408","Carrefour","Carrefour Express"
"20.2","15-1-198","SAN TELMO",1,5178.05650459628,1232275.09247446,"Autoservicio","Cl Bolivar 953",1,"198 - San Telmo",15,"198","Dia","Dia"
"20.3","3-1-1068","SAN TELMO",1,5178.05650459628,1232275.09247446,"Estacion Servicio","Av. Paseo Colon 849",1,"GIUFRA",3,"1068","Shell","Shell"
"20.4","10-3-627","SAN TELMO",1,5178.05650459628,1232275.09247446,"Autoservicio","Av. Paseo Colón 1179",3,"Paseo Colón 1179",10,"627","Carrefour","Carrefour Express"
"20.5","12-1-25","SAN TELMO",1,5178.05650459628,1232275.09247446,"Supermercado","Perú 1496",1,"SAN TELMO ",12,"25","Coto","Coto"
"20.6","10-3-570","SAN TELMO",1,5178.05650459628,1232275.09247446,"Autoservicio","Defensa 1400",3,"Defensa 1400",10,"570","Carrefour","Carrefour Express"
"20.7","15-1-293","SAN TELMO",1,5178.05650459628,1232275.09247446,"Autoservicio","Cl Bolivar 1474",1,"293 - San Telmo",15,"293","Dia","Dia"
"21","15-1-480","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Av Dr. Ricardo Balbin 4881",1,"480 - Saavedra",15,"480","Dia","Dia"
"21.1","3-1-1506","SAAVEDRA",12,11132.139345643,5538676.83282461,"Estacion Servicio","San Juan Bautista De La Salle 4356",1,"GRAL PAZ - NORTE",3,"1506","Shell","Shell"
"21.2","3-1-1507","SAAVEDRA",12,11132.139345643,5538676.83282461,"Estacion Servicio","Av. General Paz 3802",1,"GRAL PAZ - SUR",3,"1507","Shell","Shell"
"21.3","3-1-29","SAAVEDRA",12,11132.139345643,5538676.83282461,"Estacion Servicio","Cabildo 4701",1,"CABILDO",3,"29","Shell","Shell"
"21.4","15-1-498","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Av Ruis Huidobro 3942",1,"498 - Saavedra",15,"498","Dia","Dia"
"21.5","15-1-430","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Av Libertador 6144 6144",1,"430 - Belgrano",15,"430","Dia","Dia"
"21.6","10-3-536","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Ricardo Balbín 4189",3,"Ricardo Balbín 4189",10,"536","Carrefour","Carrefour Express"
"21.7","15-1-542","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Av Cabildo 4316",1,"542 - Saavedra",15,"542","Dia","Dia"
"21.8","12-1-181","SAAVEDRA",12,11132.139345643,5538676.83282461,"Hipermercado","Av. Ricardo Balbín 4027",1,"SAAVEDRA ",12,"181","Coto","Coto"
"21.9","23-1-6223","SAAVEDRA",12,11132.139345643,5538676.83282461,"Estacion Servicio","Triunvirato 5878",1,"Parque Sarmiento",23,"6223","Axion Energy","Axion Energy"
"21.10","19-1-00007","SAAVEDRA",12,11132.139345643,5538676.83282461,"Estacion Servicio","Avenida Cabildo 4108 Y Vilela 4108",1,"CABILDO",19,"00007","YPF","YPF"
"21.11","9-1-665","SAAVEDRA",12,11132.139345643,5538676.83282461,"Supermercado","Manzanares Sold 3953",1,"SM Manzanares.",9,"665","Jumbo","Vea"
"21.12","12-1-108","SAAVEDRA",12,11132.139345643,5538676.83282461,"Supermercado","Av. Cabildo 4125",1,"CABILDO ",12,"108","Coto","Coto"
"21.13","10-3-574","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","García Del Río 3166",3,"García del Río 3166",10,"574","Carrefour","Carrefour Express"
"21.14","15-1-401","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Av Dr. Ricardo Balbin 3650",1,"401 - Saavedra",15,"401","Dia","Dia"
"21.15","15-1-277","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Av Cabildo 3822",1,"277 - Saavedra",15,"277","Dia","Dia"
"21.16","10-3-525","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Crisólogo Larralde 3721",3,"Crisólogo Larralde 3721",10,"525","Carrefour","Carrefour Express"
"21.17","10-3-532","SAAVEDRA",12,11132.139345643,5538676.83282461,"Autoservicio","Av. Cabildo 3722",3,"Cabildo 3722",10,"532","Carrefour","Carrefour Express"
"22","15-1-522","COGHLAN",12,4627.56313138427,1279951.37256185,"Autoservicio","Av Dr Ricardo Balbin 3487",1,"522 - Coghlan",15,"522","Dia","Dia"
"22.1","15-1-337","COGHLAN",12,4627.56313138427,1279951.37256185,"Autoservicio","Av Dr.Ricardo Balbin 2902",1,"337 - Coghlan",15,"337","Dia","Dia"
"22.2","23-1-6218","COGHLAN",12,4627.56313138427,1279951.37256185,"Estacion Servicio","Av. Monroe 3078",1,"Del Tejar",23,"6218","Axion Energy","Axion Energy"
"22.3","10-3-617","COGHLAN",12,4627.56313138427,1279951.37256185,"Autoservicio","Monroe 3131",3,"Monroe 3131",10,"617","Carrefour","Carrefour Express"
"23","15-1-117","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Av Triunvirato 5480",1,"117 - Villa Urquiza",15,"117","Dia","Dia"
"23.1","23-1-6217","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Estacion Servicio","Av. Congreso 4801",1,"Congreso",23,"6217","Axion Energy","Axion Energy"
"23.2","10-3-548","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Av. Congreso 5241",3,"Congreso 5241",10,"548","Carrefour","Carrefour Express"
"23.3","15-1-488","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Gral. Mariano Acha 3060",1,"488 - Villa Urquiza",15,"488","Dia","Dia"
"23.4","10-3-582","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Av. Congreso 4781",3,"Congreso 4781",10,"582","Carrefour","Carrefour Express"
"23.5","10-3-710","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Nahuel Huapi 5038",3,"Nahuel Huapi 5038",10,"710","Carrefour","Carrefour Express"
"23.6","10-3-646","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Bauness 2692",3,"Baunes 2692",10,"646","Carrefour","Carrefour Express"
"23.7","15-1-412","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Av Triunvirato 4933",1,"412 - Villa Urquiza",15,"412","Dia","Dia"
"23.8","10-1-220","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Hipermercado","Av. Roosevelt 5749",1,"Villa Urquiza",10,"220","Carrefour","Hipermercado Carrefour"
"23.9","12-1-174","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Supermercado","Cullen 5085",1," CULLEN ",12,"174","Coto","Coto"
"23.10","15-1-435","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Av Alvarez Thomas 3210",1,"435 - Villa Urquiza",15,"435","Dia","Dia"
"23.11","12-1-59","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Supermercado","Av. Monroe 5055",1,"URQUIZA ",12,"59","Coto","Coto"
"23.12","15-1-108","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Av Monroe 4278",1,"108 - Villa Urquiza",15,"108","Dia","Dia"
"23.13","10-3-599","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Blanco Encalada 4470",3,"Blanco Encalada 4470",10,"599","Carrefour","Carrefour Express"
"23.14","10-3-371","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Olazábal 5483",3,"Olazábal 5483",10,"371","Carrefour","Carrefour Express"
"23.15","10-3-543","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Olazábal 5179",3,"Olazábal 5179",10,"543","Carrefour","Carrefour Express"
"23.16","15-1-366","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Av Olazabal 4832",1,"366 - Villa Urquiza",15,"366","Dia","Dia"
"23.17","10-2-195","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Supermercado","Olazábal 4734",2,"Olazabal",10,"195","Carrefour","Carrefour Market"
"23.18","19-1-13323","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Estacion Servicio","Avenida Alvarez Thomas 2855",1,"OLAZABAL",19,"13323","YPF","YPF"
"23.19","15-1-535","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Olazabal 4324",1,"535 - Villa Urquiza",15,"535","Dia","Dia"
"23.20","15-1-2","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Cl Andonaegui 2129",1,"2 - Villa Urquiza",15,"2","Dia","Dia"
"23.21","9-1-119","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Supermercado","Araoz Alfaro Dr. Gregorio 247",1,"Aráoz.",9,"119","Jumbo","Vea"
"23.22","9-2-107","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Supermercado","Naon Dr. Romulo 2142",2,"Naón.",9,"107","Jumbo","Disco"
"23.23","15-1-479","VILLA URQUIZA",12,10021.4596648055,5449058.92285011,"Autoservicio","Cl Alvarez Thomas 2423",1,"479 - Villa Urquiza",15,"479","Dia","Dia"
"24","15-1-445","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Av Elcano 3049",1,"445 - Colegiales",15,"445","Dia","Dia"
"24.1","12-1-22","COLEGIALES",13,6374.61904506894,2289774.10427561,"Supermercado","Av. Elcano 3002",1,"ELCANO ",12,"22","Coto","Coto"
"24.2","15-1-417","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Av Cabildo 1426",1,"417 - Colegiales",15,"417","Dia","Dia"
"24.3","10-2-228","COLEGIALES",13,6374.61904506894,2289774.10427561,"Hipermercado","Av. Elcano 3380",2,"Colegiales (Elcano)",10,"228","Carrefour","Carrefour Market"
"24.4","10-3-343","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Amenábar 1187",3,"Amenábar 1187",10,"343","Carrefour","Carrefour Express"
"24.5","15-1-467","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Amenabar 1145",1,"467 - Colegiales",15,"467","Dia","Dia"
"24.6","15-1-414","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Av Elcano 3521",1,"414 - Colegiales",15,"414","Dia","Dia"
"24.7","10-3-659","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Conesa 999",3,"Conesa 999",10,"659","Carrefour","Carrefour Express"
"24.8","12-1-176","COLEGIALES",13,6374.61904506894,2289774.10427561,"Supermercado","Teodoro García 2419",1," TEODORO GARCIA ",12,"176","Coto","Coto"
"24.9","23-1-6216","COLEGIALES",13,6374.61904506894,2289774.10427561,"Estacion Servicio","Av. Cabildo 695",1,"Cabildo",23,"6216","Axion Energy","Axion Energy"
"24.10","15-1-459","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Cap. Gral. Ramon Freire 954",1,"459 - Colegiales",15,"459","Dia","Dia"
"24.11","10-3-337","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Av. Federico Lacroze 2566",3,"Lacroze 2566",10,"337","Carrefour","Carrefour Express"
"24.12","15-1-228","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Av Federico Lacroze 2842",1,"228 - Colegiales",15,"228","Dia","Dia"
"24.13","15-1-350","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Av Alvarez Thomas 849",1,"350 - Colegiales",15,"350","Dia","Dia"
"24.14","10-2-519","COLEGIALES",13,6374.61904506894,2289774.10427561,"Supermercado","Av. Federico Lacroze 3117",2,"Conde",10,"519","Carrefour","Carrefour Market"
"24.15","15-1-5241","COLEGIALES",13,6374.61904506894,2289774.10427561,"Autoservicio","Lacroze 3178",1,"5241 - Colegiales",15,"5241","Dia","Dia"
"25","12-1-91","BALVANERA",3,8375.82181080804,4342280.26804482,"Hipermercado","Agüero 616",1,"ABASTO ",12,"91","Coto","Coto"
"25.1","10-3-565","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Ecuador 932",3,"Ecuador 932",10,"565","Carrefour","Carrefour Express"
"25.2","15-1-397","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Dr.Tomas M.De Anchorena 541",1,"397 - Balvanera",15,"397","Dia","Dia"
"25.3","15-1-548","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Paso 752",1,"548 - Balvanera",15,"548","Dia","Dia"
"25.4","10-3-345","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av. Pueyrredón 672",3,"Pueyrredón 672",10,"345","Carrefour","Carrefour Express"
"25.5","15-1-510","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Jean Jaures 318",1,"510 - Balvanera",15,"510","Dia","Dia"
"25.6","15-1-384","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av Pueyrredon 576",1,"384 - Balvanera",15,"384","Dia","Dia"
"25.7","10-3-640","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Boulogne Sur Mer 431",3,"Boulogne Sur Mer 431",10,"640","Carrefour","Carrefour Express"
"25.8","23-1-6229","BALVANERA",3,8375.82181080804,4342280.26804482,"Estacion Servicio","Av. Rivadavia 3199",1,"Anchorena",23,"6229","Axion Energy","Axion Energy"
"25.9","19-1-00084","BALVANERA",3,8375.82181080804,4342280.26804482,"Estacion Servicio","Av. Rivadavia Y Aguero 3311",1,"ACA ONCE",19,"00084","YPF","YPF"
"25.10","10-3-529","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Viamonte 2296",3,"Viamonte 2296",10,"529","Carrefour","Carrefour Express"
"25.11","10-2-511","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Av. Rivadavia 3221",2,"Once",10,"511","Carrefour","Carrefour Market"
"25.12","10-3-577","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av. Córdoba 2038",3,"Av. Córdoba 2038",10,"577","Carrefour","Carrefour Express"
"25.13","15-1-504","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Â Tte. Gral Juan D. Peron 2807",1,"504 - Balvanera",15,"504","Dia","Dia"
"25.14","10-3-410","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Tucumán 2173",3,"Tucumán 2173",10,"410","Carrefour","Carrefour Express"
"25.15","15-1-455","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Junin 638",1,"455 - Balvanera",15,"455","Dia","Dia"
"25.16","15-1-355","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av Rivadavia 3050",1,"355 - Balvanera",15,"355","Dia","Dia"
"25.17","10-3-538","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Hipólito Yrigoyen 3254",3,"Hipólito Irigoyen 3254",10,"538","Carrefour","Carrefour Express"
"25.18","15-1-392","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Tte.Gral.Juan Domingo Peron (Balvanera) 2560 2560",1,"392 - Balvanera",15,"392","Dia","Dia"
"25.19","12-1-46","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Av. Rivadavia 2846",1,"ONCE ",12,"46","Coto","Coto"
"25.20","10-3-578","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av. Callao 678",3,"Callao 678",10,"578","Carrefour","Carrefour Express"
"25.21","10-3-724","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Ayacucho 539",3,"Ayacucho 539",10,"724","Carrefour","Carrefour Express"
"25.22","23-1-6227","BALVANERA",3,8375.82181080804,4342280.26804482,"Estacion Servicio","Av. Jujuy 164",1,"Alsina",23,"6227","Axion Energy","Axion Energy"
"25.23","15-1-164","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av Corrientes 1978",1,"164 - Balvanera",15,"164","Dia","Dia"
"25.24","10-3-402","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av. Corrientes 1974",3,"Av. Corrientes 1974",10,"402","Carrefour","Carrefour Express"
"25.25","10-3-623","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av. Rivadavia 2520",3,"Av. Rivadavia 2520",10,"623","Carrefour","Carrefour Express"
"25.26","15-1-543","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Saavedra 84",1,"543 - Balvanera",15,"543","Dia","Dia"
"25.27","10-3-662","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av. Belgrano 3043",3,"Av. Belgrano 3043",10,"662","Carrefour","Carrefour Express"
"25.28","15-1-15","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Cl A.V. Rivadavia 2446",1,"15 - Balvanera",15,"15","Dia","Dia"
"25.29","12-1-175","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Tte. Gral. Juan D. Perón 2070",1," PTE. PERON ",12,"175","Coto","Coto"
"25.30","15-1-58","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Cl La Rioja 465",1,"58 - Balvanera",15,"58","Dia","Dia"
"25.31","15-1-5276","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av Jujuy 346",1,"5276 - Balvanera",15,"5276","Dia","Dia"
"25.32","10-2-151","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Av. Rivadavia 2243",2,"Uriburu",10,"151","Carrefour","Carrefour Market"
"25.33","10-3-598","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Sarmiento 1810",3,"Sarmiento 1810",10,"598","Carrefour","Carrefour Express"
"25.34","15-1-477","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Tte.Gral.Juan D.Peron 1901",1,"477 - Balvanera",15,"477","Dia","Dia"
"25.35","10-3-584","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Urquiza 648",3,"Urquiza 648",10,"584","Carrefour","Carrefour Express"
"25.36","15-1-481","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Av Rivadavia 2083",1,"481 - Balvanera",15,"481","Dia","Dia"
"25.37","10-2-517","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Av. Rivadavia 2039",2,"Congreso",10,"517","Carrefour","Carrefour Market"
"25.38","12-1-61","BALVANERA",3,8375.82181080804,4342280.26804482,"Hipermercado","Alsina 2300",1,"SPINETTO ",12,"61","Coto","Coto"
"25.39","3-1-1539","BALVANERA",3,8375.82181080804,4342280.26804482,"Estacion Servicio","24 De Noviembre 791",1,"24 DE NOVIEMBRE",3,"1539","Shell","Shell"
"25.40","9-2-26","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Avenida Callao 35",2,"Av. Callao.",9,"26","Jumbo","Disco"
"25.41","15-1-303","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Cl Sarandi 260",1,"303 - Balvanera",15,"303","Dia","Dia"
"25.42","10-3-546","BALVANERA",3,8375.82181080804,4342280.26804482,"Autoservicio","Moreno 1902",3,"Moreno 1902",10,"546","Carrefour","Carrefour Express"
"25.43","12-1-78","BALVANERA",3,8375.82181080804,4342280.26804482,"Hipermercado","México 2236",1,"PICHINCHA ",12,"78","Coto","Coto"
"25.44","9-2-630","BALVANERA",3,8375.82181080804,4342280.26804482,"Supermercado","Avenida Entre Rios 361",2,"Entre Ríos y Belgrano.",9,"630","Jumbo","Disco"
